-0.0075 	373
-0.0075 	373
-0.00745622 	369.913
-0.00745622 	369.913
-0.00741165 	366.805
-0.00741165 	366.805
-0.00736628 	363.69
-0.00736628 	363.69
-0.0073201 	360.652
-0.0073201 	360.652
-0.00727309 	357.862
-0.00727309 	357.862
-0.00722524 	355.521
-0.00722524 	355.521
-0.00717653 	353.737
-0.00717653 	353.737
-0.00712695 	352.463
-0.00712695 	352.463
-0.00707647 	351.574
-0.00707647 	351.574
-0.0070251 	350.944
-0.0070251 	350.944
-0.0069728 	350.485
-0.0069728 	350.485
-0.00691956 	350.138
-0.00691956 	350.138
-0.00686537 	349.866
-0.00686537 	349.866
-0.00681021 	349.646
-0.00681021 	349.646
-0.00675406 	349.463
-0.00675406 	349.463
-0.0066969 	349.307
-0.0066969 	349.307
-0.00663871 	349.172
-0.00663871 	349.172
-0.00657949 	349.053
-0.00657949 	349.053
-0.0065192 	348.947
-0.0065192 	348.947
-0.00645783 	348.851
-0.00645783 	348.851
-0.00639535 	348.763
-0.00639535 	348.763
-0.00633176 	348.681
-0.00633176 	348.681
-0.00626703 	348.605
-0.00626703 	348.605
-0.00620114 	348.532
-0.00620114 	348.532
-0.00613406 	348.463
-0.00613406 	348.463
-0.00606579 	348.397
-0.00606579 	348.397
-0.00599629 	348.334
-0.00599629 	348.334
-0.00592554 	348.272
-0.00592554 	348.272
-0.00585352 	348.211
-0.00585352 	348.211
-0.00578022 	348.152
-0.00578022 	348.152
-0.00570559 	348.093
-0.00570559 	348.093
-0.00562963 	348.034
-0.00562963 	348.034
-0.00555231 	347.976
-0.00555231 	347.976
-0.0054736 	347.918
-0.0054736 	347.918
-0.00539348 	347.86
-0.00539348 	347.86
-0.00531193 	347.802
-0.00531193 	347.802
-0.00522891 	347.744
-0.00522891 	347.744
-0.0051444 	347.685
-0.0051444 	347.685
-0.00505838 	347.627
-0.00505838 	347.627
-0.00497081 	347.568
-0.00497081 	347.568
-0.00488168 	347.51
-0.00488168 	347.51
-0.00479094 	347.451
-0.00479094 	347.451
-0.00469858 	347.392
-0.00469858 	347.392
-0.00460456 	347.334
-0.00460456 	347.334
-0.00450886 	347.275
-0.00450886 	347.275
-0.00441144 	347.217
-0.00441144 	347.217
-0.00431227 	347.159
-0.00431227 	347.159
-0.00421133 	347.101
-0.00421133 	347.101
-0.00410857 	347.044
-0.00410857 	347.044
-0.00400397 	346.987
-0.00400397 	346.987
-0.0038975 	346.931
-0.0038975 	346.931
-0.00378912 	346.875
-0.00378912 	346.875
-0.00367879 	346.819
-0.00367879 	346.819
-0.00356649 	346.763
-0.00356649 	346.763
-0.00345217 	346.707
-0.00345217 	346.707
-0.0033358 	346.651
-0.0033358 	346.651
-0.00321735 	346.595
-0.00321735 	346.595
-0.00309677 	346.538
-0.00309677 	346.538
-0.00297403 	346.483
-0.00297403 	346.483
-0.00284909 	346.427
-0.00284909 	346.427
-0.0027219 	346.371
-0.0027219 	346.371
-0.00259244 	346.315
-0.00259244 	346.315
-0.00246065 	346.259
-0.00246065 	346.259
-0.00232651 	346.204
-0.00232651 	346.204
