# y+ ()       
# Time        	patch         	min           	max           	average       
83.7          	topWall	5.184540e-01	1.602174e+00	6.422631e-01
83.8          	bottomWall	5.028237e-01	1.557493e+00	6.442020e-01
83.8          	topWall	5.227944e-01	1.646102e+00	6.421764e-01
83.9          	bottomWall	5.015123e-01	1.546494e+00	6.441845e-01
83.9          	topWall	5.203020e-01	1.553351e+00	6.423173e-01
84            	bottomWall	4.987944e-01	1.480750e+00	6.438170e-01
84            	topWall	5.216197e-01	1.700634e+00	6.425175e-01
84.1          	bottomWall	4.973318e-01	1.658482e+00	6.437505e-01
84.1          	topWall	5.187983e-01	2.021582e+00	6.426311e-01
84.2          	bottomWall	4.961700e-01	1.546370e+00	6.438926e-01
84.2          	topWall	5.167543e-01	1.460394e+00	6.428371e-01
84.3          	bottomWall	4.904511e-01	1.731196e+00	6.438630e-01
84.3          	topWall	5.163338e-01	1.568097e+00	6.427104e-01
84.4          	bottomWall	4.932695e-01	1.605318e+00	6.438070e-01
84.4          	topWall	5.147432e-01	1.641499e+00	6.427401e-01
84.5          	bottomWall	4.915319e-01	1.584755e+00	6.437915e-01
84.5          	topWall	5.155704e-01	1.636479e+00	6.430735e-01
84.6          	bottomWall	4.917377e-01	1.509787e+00	6.440507e-01
84.6          	topWall	5.138382e-01	1.551696e+00	6.430502e-01
84.7          	bottomWall	4.893834e-01	1.528241e+00	6.438259e-01
84.7          	topWall	5.139953e-01	1.510187e+00	6.432547e-01
84.8          	bottomWall	4.859377e-01	1.449232e+00	6.436478e-01
84.8          	topWall	5.165242e-01	1.479653e+00	6.433199e-01
84.9          	bottomWall	4.886680e-01	1.582841e+00	6.435617e-01
84.9          	topWall	5.207358e-01	1.524540e+00	6.431366e-01
85            	bottomWall	4.875050e-01	1.477664e+00	6.435876e-01
85            	topWall	5.213761e-01	1.542673e+00	6.432294e-01
