-0.0075 	0 	0 	0
-0.00745622 	0.00028991 	-2.63288e-06 	0.0143876
-0.00741165 	0.000574181 	-7.58882e-06 	0.0286114
-0.00736628 	0.000852962 	-1.50948e-05 	0.042305
-0.0073201 	0.00112755 	-2.46875e-05 	0.0552285
-0.00727309 	0.00139832 	-3.64397e-05 	0.0674417
-0.00722524 	0.00166472 	-5.00912e-05 	0.0790309
-0.00717653 	0.00192597 	-6.55044e-05 	0.0900299
-0.00712695 	0.00218082 	-8.24563e-05 	0.100448
-0.00707647 	0.00242739 	-0.000100698 	0.110278
-0.0070251 	0.00266333 	-0.000119938 	0.119506
-0.0069728 	0.00288626 	-0.00013993 	0.128125
-0.00691956 	0.00309422 	-0.000160513 	0.136143
-0.00686537 	0.00328577 	-0.000181511 	0.143588
-0.00681021 	0.00345998 	-0.00020285 	0.150501
-0.00675406 	0.00361634 	-0.000224427 	0.156929
-0.0066969 	0.00375455 	-0.000246121 	0.16291
-0.00663871 	0.00387457 	-0.00026788 	0.168472
-0.00657949 	0.00397667 	-0.000289626 	0.173644
-0.0065192 	0.00406141 	-0.000311293 	0.178455
-0.00645783 	0.00412953 	-0.000332778 	0.182931
-0.00639535 	0.00418198 	-0.000353951 	0.187103
-0.00633176 	0.00421997 	-0.000374751 	0.191003
-0.00626703 	0.00424478 	-0.000395184 	0.194662
-0.00620114 	0.00425767 	-0.000415243 	0.198104
-0.00613406 	0.00425983 	-0.00043485 	0.201354
-0.00606579 	0.00425231 	-0.000453896 	0.204432
-0.00599629 	0.00423606 	-0.000472273 	0.207358
-0.00592554 	0.00421199 	-0.000489889 	0.210145
-0.00585352 	0.00418106 	-0.000506662 	0.212807
-0.00578022 	0.00414423 	-0.000522515 	0.215355
-0.00570559 	0.00410242 	-0.00053738 	0.217799
-0.00562963 	0.00405659 	-0.000551171 	0.220149
-0.00555231 	0.00400784 	-0.00056382 	0.222412
-0.0054736 	0.00395743 	-0.000575241 	0.224597
-0.00539348 	0.00390647 	-0.000586995 	0.226711
-0.00531193 	0.00385425 	-0.000600094 	0.228757
-0.00522891 	0.00379817 	-0.000610992 	0.230733
-0.0051444 	0.00373989 	-0.000614581 	0.232672
-0.00505838 	0.00369255 	-0.000614494 	0.234676
-0.00497081 	0.00366766 	-0.000621796 	0.236801
-0.00488168 	0.00364774 	-0.000633884 	0.238882
-0.00479094 	0.00360804 	-0.000641209 	0.24075
-0.00469858 	0.00354615 	-0.000640493 	0.242432
-0.00460456 	0.00347081 	-0.000635786 	0.244002
-0.00450886 	0.00339027 	-0.000633426 	0.245498
-0.00441144 	0.00330774 	-0.000630743 	0.246933
-0.00431227 	0.00322429 	-0.0006256 	0.24831
-0.00421133 	0.00314152 	-0.000619249 	0.249633
-0.00410857 	0.00306153 	-0.000611608 	0.250908
-0.00400397 	0.00298688 	-0.000602558 	0.252139
-0.0038975 	0.00292084 	-0.00059151 	0.253331
-0.00378912 	0.00286763 	-0.00057974 	0.254491
-0.00367879 	0.00283064 	-0.000568948 	0.255621
-0.00356649 	0.00280991 	-0.000555579 	0.256699
-0.00345217 	0.002812 	-0.00053375 	0.257745
-0.0033358 	0.00287171 	-0.00050184 	0.258939
-0.00321735 	0.00303391 	-0.000475499 	0.260531
-0.00309677 	0.0032436 	-0.000461809 	0.262269
-0.00297403 	0.00339869 	-0.000442759 	0.263661
-0.00284909 	0.00348347 	-0.000410045 	0.264656
-0.0027219 	0.00352334 	-0.00037149 	0.265412
-0.00259244 	0.0035371 	-0.000333486 	0.266034
-0.00246065 	0.00353446 	-0.000294852 	0.266567
-0.00232651 	0.00351938 	-0.000253668 	0.267025
-0.00218995 	0.00349462 	-0.000210147 	0.267412
-0.00205095 	0.00346277 	-0.000164635 	0.267736
-0.00190946 	0.00342601 	-0.000117119 	0.268001
-0.00176543 	0.00338608 	-6.76916e-05 	0.268212
-0.00161881 	0.00334438 	-1.62796e-05 	0.268372
-0.00146957 	0.00330229 	3.71171e-05 	0.268485
-0.00131765 	0.00326099 	9.17935e-05 	0.268552
-0.001163 	0.00322031 	0.000147406 	0.268575
-0.00100559 	0.00317899 	0.000204451 	0.268561
-0.000845345 	0.00313676 	0.000263116 	0.268513
-0.000682232 	0.0030944 	0.000323342 	0.268432
-0.000516194 	0.00305277 	0.00038518 	0.268317
-0.000347178 	0.00301266 	0.000448784 	0.268167
-0.000175132 	0.00297437 	0.000512561 	0.267986
0 	0.00293703 	0.000578823 	0.267765
0.000175132 	0.00290276 	0.000649541 	0.267429
0.000347178 	0.00288171 	0.000711869 	0.266807
0.000516194 	0.00288835 	0.000757747 	0.265636
0.000682232 	0.00290481 	0.000799705 	0.264135
0.000845345 	0.00287971 	0.000855595 	0.263087
0.00100559 	0.00280513 	0.000915161 	0.262653
0.001163 	0.002707 	0.000959502 	0.262423
0.00131765 	0.00259289 	0.000994727 	0.262199
0.00146957 	0.00246311 	0.0010301 	0.261953
0.00161881 	0.00231741 	0.00106687 	0.261686
0.00176543 	0.00215572 	0.00110248 	0.261384
0.00190946 	0.0019802 	0.00113521 	0.261037
0.00205095 	0.00179405 	0.0011644 	0.260641
0.00218995 	0.00160028 	0.00118989 	0.260196
0.00232651 	0.00140155 	0.00121172 	0.259701
0.00246065 	0.0012002 	0.00122978 	0.259156
0.00259244 	0.000998012 	0.00124402 	0.258562
0.0027219 	0.000796333 	0.00125435 	0.25792
0.00284909 	0.000596521 	0.00126061 	0.25723
0.00297403 	0.000400663 	0.00126277 	0.256492
0.00309677 	0.000211777 	0.00126104 	0.255708
0.00321735 	3.3061e-05 	0.00125576 	0.254878
0.0033358 	-0.00013294 	0.00124739 	0.254002
0.00345217 	-0.000284613 	0.00123635 	0.253081
0.00356649 	-0.000420945 	0.00122296 	0.252112
0.00367879 	-0.000541182 	0.00120764 	0.251097
0.00378912 	-0.000644652 	0.00119063 	0.250034
0.0038975 	-0.000730965 	0.00117198 	0.24892
0.00400397 	-0.000800651 	0.00115193 	0.247753
0.00410857 	-0.000854655 	0.00113064 	0.246527
0.00421133 	-0.000893371 	0.00110832 	0.245241
0.00431227 	-0.000916894 	0.00108546 	0.243892
0.00441144 	-0.000925845 	0.00106241 	0.242475
0.00450886 	-0.000921463 	0.00103922 	0.240984
0.00460456 	-0.000904797 	0.00101579 	0.239413
0.00469858 	-0.00087626 	0.000991682 	0.237749
0.00479094 	-0.00083612 	0.000966631 	0.235983
0.00488168 	-0.000785059 	0.000940673 	0.23411
0.00497081 	-0.000724055 	0.000914061 	0.232126
0.00505838 	-0.000654231 	0.00088719 	0.230031
0.0051444 	-0.00057697 	0.000860229 	0.227821
0.00522891 	-0.000493816 	0.000833152 	0.225493
0.00531193 	-0.000406221 	0.000805925 	0.223042
0.00539348 	-0.000315408 	0.000778514 	0.220462
0.0054736 	-0.000222374 	0.000750954 	0.217748
0.00555231 	-0.000127955 	0.000723279 	0.214895
0.00562963 	-3.29263e-05 	0.000695371 	0.211893
0.00570559 	6.18296e-05 	0.000667185 	0.20873
0.00578022 	0.000155226 	0.000638956 	0.205392
0.00585352 	0.00024613 	0.000610862 	0.201855
0.00592554 	0.000333818 	0.000582827 	0.198097
0.00599629 	0.000418574 	0.000554561 	0.194103
0.00606579 	0.000501768 	0.000525768 	0.189862
0.00613406 	0.000585231 	0.000496465 	0.185358
0.00620114 	0.000670428 	0.000466835 	0.18057
0.00626703 	0.000757643 	0.000437112 	0.175472
0.00633176 	0.000845836 	0.0004075 	0.17004
