# Region type : patch rightWall
# Faces       : 16
# Area        : 5.400000e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(heatTransferCoeff(T))	areaAverage(wallShearStress)	areaAverage(T)
0.4           	-4.344813e+02	(1.016399e-05 -1.476657e-04 1.661409e-01)	3.130000e+02
0.8           	-3.294191e+02	(-4.937106e-05 -2.090188e-05 3.300968e-01)	3.130000e+02
1.2           	-2.980533e+02	(2.163847e-04 -4.697139e-05 3.630897e-01)	3.130000e+02
1.6           	-2.743740e+02	(5.991493e-05 -4.446304e-05 3.521092e-01)	3.130000e+02
2             	-2.562987e+02	(-1.690073e-06 -3.113577e-05 3.118176e-01)	3.130000e+02
2.4           	-2.428880e+02	(1.110023e-04 -6.899473e-05 2.680222e-01)	3.130000e+02
2.8           	-2.344061e+02	(-2.278472e-04 -2.907614e-05 3.282724e-01)	3.130000e+02
3.2           	-2.293515e+02	(-3.109271e-05 -3.769295e-05 3.224832e-01)	3.130000e+02
3.6           	-2.264792e+02	(-9.050206e-04 -6.614157e-05 3.316952e-01)	3.130000e+02
4             	-2.249720e+02	(-7.740768e-04 -3.110034e-05 3.075835e-01)	3.130000e+02
4.4           	-2.251613e+02	(2.447033e-04 -3.009748e-05 3.193640e-01)	3.130000e+02
4.8           	-2.254342e+02	(7.610256e-04 -1.544652e-05 3.084677e-01)	3.130000e+02
5.2           	-2.235966e+02	(5.989884e-04 -1.689285e-05 3.130662e-01)	3.130000e+02
5.6           	-2.209510e+02	(-9.514663e-04 -3.390924e-06 3.085423e-01)	3.130000e+02
6             	-2.206259e+02	(-3.006234e-03 -8.524461e-06 3.062503e-01)	3.130000e+02
6.4           	-2.207842e+02	(-2.996328e-03 -1.036266e-05 3.099856e-01)	3.130000e+02
6.8           	-2.204653e+02	(-2.613474e-03 -1.153046e-05 3.117216e-01)	3.130000e+02
7.2           	-2.193129e+02	(-2.291839e-03 -2.636440e-05 3.199590e-01)	3.130000e+02
7.6           	-2.179937e+02	(-1.854223e-03 -2.670898e-05 3.109914e-01)	3.130000e+02
8             	-2.163174e+02	(4.080563e-04 -1.297880e-05 3.103870e-01)	3.130000e+02
8.4           	-2.162253e+02	(-1.469403e-03 -4.069260e-06 3.196092e-01)	3.130000e+02
8.8           	-2.189132e+02	(4.324737e-04 1.222501e-06 3.140368e-01)	3.130000e+02
9.2           	-2.242665e+02	(1.081689e-03 -6.815471e-05 3.207943e-01)	3.130000e+02
9.6           	-2.240026e+02	(2.066601e-03 2.608037e-06 3.049785e-01)	3.130000e+02
10            	-2.249621e+02	(6.946969e-04 3.956485e-06 3.319378e-01)	3.130000e+02
10.4          	-2.259259e+02	(2.007376e-03 -3.941427e-05 3.105401e-01)	3.130000e+02
10.8          	-2.246825e+02	(1.136796e-03 -2.337821e-06 3.153367e-01)	3.130000e+02
11.2          	-2.227403e+02	(9.048326e-04 -8.537956e-06 3.094881e-01)	3.130000e+02
11.6          	-2.224748e+02	(2.818531e-04 -2.202222e-05 2.986293e-01)	3.130000e+02
12            	-2.203604e+02	(2.686102e-04 -6.475169e-05 2.684337e-01)	3.130000e+02
12.4          	-2.182113e+02	(-3.023678e-04 -3.823008e-05 2.886254e-01)	3.130000e+02
12.8          	-2.169541e+02	(-2.720557e-04 -1.055876e-05 3.242248e-01)	3.130000e+02
13.2          	-2.157271e+02	(-2.361724e-04 -1.298939e-04 3.432066e-01)	3.130000e+02
13.6          	-2.137020e+02	(-3.019192e-04 -2.311608e-05 2.930876e-01)	3.130000e+02
14            	-2.135813e+02	(-1.654781e-04 -6.638399e-05 3.198625e-01)	3.130000e+02
14.4          	-2.140831e+02	(3.699135e-04 -1.704461e-06 3.101332e-01)	3.130000e+02
14.8          	-2.147036e+02	(6.381220e-04 -6.764244e-06 3.182361e-01)	3.130000e+02
15.2          	-2.169220e+02	(1.466043e-03 -5.673699e-06 2.837422e-01)	3.130000e+02
15.6          	-2.172397e+02	(1.001831e-03 -4.810964e-05 3.211959e-01)	3.130000e+02
16            	-2.177178e+02	(1.747160e-03 7.815801e-06 3.168923e-01)	3.130000e+02
16.4          	-2.198675e+02	(3.958137e-03 -7.286926e-05 3.251174e-01)	3.130000e+02
16.8          	-2.197942e+02	(2.111248e-03 -1.040668e-05 3.217342e-01)	3.130000e+02
