# Region type : patch leftWall
# Faces       : 100
# Area        : 5.400000e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(heatTransferCoeff(T))	areaAverage(wallShearStress)	areaAverage(T)
29.2          	-2.468453e+02	(-1.146473e-06 -1.935993e-03 -4.150498e-01)	3.730000e+02
29.6          	-2.457961e+02	(-1.138851e-06 -1.925200e-03 -4.150372e-01)	3.730000e+02
30            	-2.447795e+02	(-1.130924e-06 -1.914523e-03 -4.150267e-01)	3.730000e+02
30.4          	-2.437936e+02	(-1.122693e-06 -1.903925e-03 -4.150177e-01)	3.730000e+02
30.8          	-2.428368e+02	(-1.113828e-06 -1.893504e-03 -4.150098e-01)	3.730000e+02
31.2          	-2.418115e+02	(-1.137110e-06 -1.960856e-03 -4.148273e-01)	3.730000e+02
31.6          	-2.408475e+02	(-1.128619e-06 -1.952659e-03 -4.147869e-01)	3.730000e+02
32            	-2.399253e+02	(-1.124737e-06 -1.943532e-03 -4.147571e-01)	3.730000e+02
32.4          	-2.390420e+02	(-1.116065e-06 -1.935628e-03 -4.147366e-01)	3.730000e+02
32.8          	-2.381911e+02	(-1.111356e-06 -1.927595e-03 -4.147234e-01)	3.730000e+02
33.2          	-2.373682e+02	(-1.102310e-06 -1.919659e-03 -4.147139e-01)	3.730000e+02
33.6          	-2.365710e+02	(-1.097019e-06 -1.911826e-03 -4.147065e-01)	3.730000e+02
34            	-2.357979e+02	(-1.087656e-06 -1.904058e-03 -4.147005e-01)	3.730000e+02
34.4          	-2.350474e+02	(-1.081942e-06 -1.896433e-03 -4.146957e-01)	3.730000e+02
34.8          	-2.343184e+02	(-1.072552e-06 -1.888951e-03 -4.146917e-01)	3.730000e+02
35.2          	-2.336100e+02	(-1.066570e-06 -1.881650e-03 -4.146881e-01)	3.730000e+02
35.6          	-2.329214e+02	(-1.057127e-06 -1.874569e-03 -4.146849e-01)	3.730000e+02
36            	-2.322516e+02	(-1.051214e-06 -1.867696e-03 -4.146820e-01)	3.730000e+02
36.4          	-2.316002e+02	(-1.041732e-06 -1.860966e-03 -4.146793e-01)	3.730000e+02
36.8          	-2.308720e+02	(-1.063507e-06 -1.932453e-03 -4.144993e-01)	3.730000e+02
37.2          	-2.301971e+02	(-1.057423e-06 -1.927604e-03 -4.144640e-01)	3.730000e+02
37.6          	-2.295536e+02	(-1.052926e-06 -1.922195e-03 -4.144372e-01)	3.730000e+02
38            	-2.289389e+02	(-1.047916e-06 -1.918062e-03 -4.144193e-01)	3.730000e+02
38.4          	-2.283477e+02	(-1.042668e-06 -1.913710e-03 -4.144086e-01)	3.730000e+02
38.8          	-2.277762e+02	(-1.037281e-06 -1.909385e-03 -4.144016e-01)	3.730000e+02
39.2          	-2.272227e+02	(-1.031806e-06 -1.905054e-03 -4.143965e-01)	3.730000e+02
39.6          	-2.266857e+02	(-1.026067e-06 -1.900696e-03 -4.143927e-01)	3.730000e+02
40            	-2.261642e+02	(-1.020827e-06 -1.896385e-03 -4.143899e-01)	3.730000e+02
40.4          	-2.256573e+02	(-1.015417e-06 -1.892126e-03 -4.143876e-01)	3.730000e+02
40.8          	-2.251642e+02	(-1.010510e-06 -1.887929e-03 -4.143856e-01)	3.730000e+02
41.2          	-2.246842e+02	(-1.004708e-06 -1.883817e-03 -4.143836e-01)	3.730000e+02
41.6          	-2.242168e+02	(-9.992258e-07 -1.879798e-03 -4.143817e-01)	3.730000e+02
42            	-2.237617e+02	(-9.937772e-07 -1.875881e-03 -4.143799e-01)	3.730000e+02
42.4          	-2.233185e+02	(-9.884042e-07 -1.872075e-03 -4.143782e-01)	3.730000e+02
42.8          	-2.228867e+02	(-9.829911e-07 -1.868376e-03 -4.143767e-01)	3.730000e+02
43.2          	-2.224661e+02	(-9.777139e-07 -1.864786e-03 -4.143753e-01)	3.730000e+02
43.6          	-2.220562e+02	(-9.725242e-07 -1.861305e-03 -4.143739e-01)	3.730000e+02
44            	-2.216567e+02	(-9.674138e-07 -1.857963e-03 -4.143726e-01)	3.730000e+02
44.4          	-2.212675e+02	(-9.623650e-07 -1.854737e-03 -4.143714e-01)	3.730000e+02
44.8          	-2.208880e+02	(-9.573876e-07 -1.851645e-03 -4.143701e-01)	3.730000e+02
45.2          	-2.205182e+02	(-9.525403e-07 -1.848668e-03 -4.143687e-01)	3.730000e+02
45.6          	-2.201576e+02	(-9.477919e-07 -1.845797e-03 -4.143673e-01)	3.730000e+02
46            	-2.198060e+02	(-9.431343e-07 -1.843026e-03 -4.143660e-01)	3.730000e+02
46.4          	-2.194633e+02	(-9.385701e-07 -1.840353e-03 -4.143647e-01)	3.730000e+02
46.8          	-2.191291e+02	(-9.340912e-07 -1.837772e-03 -4.143634e-01)	3.730000e+02
47.2          	-2.188033e+02	(-9.296960e-07 -1.835280e-03 -4.143622e-01)	3.730000e+02
47.6          	-2.184857e+02	(-9.252922e-07 -1.832876e-03 -4.143610e-01)	3.730000e+02
48            	-2.181759e+02	(-9.210861e-07 -1.830558e-03 -4.143598e-01)	3.730000e+02
48.4          	-2.178738e+02	(-9.169725e-07 -1.828321e-03 -4.143586e-01)	3.730000e+02
48.8          	-2.175792e+02	(-9.129531e-07 -1.826163e-03 -4.143574e-01)	3.730000e+02
49.2          	-2.172013e+02	(-9.390281e-07 -1.904257e-03 -4.141799e-01)	3.730000e+02
49.6          	-2.168684e+02	(-9.354436e-07 -1.903233e-03 -4.141510e-01)	3.730000e+02
50            	-2.165545e+02	(-9.353787e-07 -1.902049e-03 -4.141252e-01)	3.730000e+02
50.4          	-2.162588e+02	(-9.326592e-07 -1.902012e-03 -4.141081e-01)	3.730000e+02
50.8          	-2.159766e+02	(-9.328069e-07 -1.901661e-03 -4.140981e-01)	3.730000e+02
51.2          	-2.157051e+02	(-9.296666e-07 -1.901242e-03 -4.140914e-01)	3.730000e+02
51.6          	-2.154427e+02	(-9.296840e-07 -1.900716e-03 -4.140866e-01)	3.730000e+02
52            	-2.151884e+02	(-9.263881e-07 -1.900057e-03 -4.140831e-01)	3.730000e+02
52.4          	-2.149416e+02	(-9.262347e-07 -1.899326e-03 -4.140806e-01)	3.730000e+02
52.8          	-2.147017e+02	(-9.228096e-07 -1.898524e-03 -4.140787e-01)	3.730000e+02
53.2          	-2.144682e+02	(-9.227657e-07 -1.897684e-03 -4.140772e-01)	3.730000e+02
53.6          	-2.142407e+02	(-9.192463e-07 -1.896806e-03 -4.140760e-01)	3.730000e+02
54            	-2.140191e+02	(-9.192197e-07 -1.895913e-03 -4.140750e-01)	3.730000e+02
54.4          	-2.138030e+02	(-9.157218e-07 -1.895003e-03 -4.140741e-01)	3.730000e+02
54.8          	-2.135922e+02	(-9.157529e-07 -1.894094e-03 -4.140733e-01)	3.730000e+02
55.2          	-2.133866e+02	(-9.123718e-07 -1.893180e-03 -4.140727e-01)	3.730000e+02
55.6          	-2.131860e+02	(-9.126177e-07 -1.892276e-03 -4.140721e-01)	3.730000e+02
56            	-2.129901e+02	(-9.090937e-07 -1.891375e-03 -4.140715e-01)	3.730000e+02
56.4          	-2.127990e+02	(-9.088127e-07 -1.890491e-03 -4.140710e-01)	3.730000e+02
56.8          	-2.126123e+02	(-9.054583e-07 -1.889615e-03 -4.140704e-01)	3.730000e+02
57.2          	-2.124301e+02	(-9.056647e-07 -1.888760e-03 -4.140697e-01)	3.730000e+02
57.6          	-2.122522e+02	(-9.022647e-07 -1.887914e-03 -4.140691e-01)	3.730000e+02
58            	-2.120785e+02	(-9.025668e-07 -1.887091e-03 -4.140685e-01)	3.730000e+02
58.4          	-2.119088e+02	(-8.992648e-07 -1.886278e-03 -4.140679e-01)	3.730000e+02
58.8          	-2.117432e+02	(-8.995800e-07 -1.885488e-03 -4.140672e-01)	3.730000e+02
59.2          	-2.115814e+02	(-8.962709e-07 -1.884712e-03 -4.140666e-01)	3.730000e+02
59.6          	-2.114234e+02	(-8.966225e-07 -1.883962e-03 -4.140660e-01)	3.730000e+02
60            	-2.112691e+02	(-8.933616e-07 -1.883225e-03 -4.140653e-01)	3.730000e+02
60.4          	-2.111184e+02	(-8.937705e-07 -1.882514e-03 -4.140647e-01)	3.730000e+02
60.8          	-2.109712e+02	(-8.905490e-07 -1.881815e-03 -4.140641e-01)	3.730000e+02
61.2          	-2.108275e+02	(-8.910233e-07 -1.881140e-03 -4.140636e-01)	3.730000e+02
61.6          	-2.106872e+02	(-8.878410e-07 -1.880477e-03 -4.140630e-01)	3.730000e+02
62            	-2.105501e+02	(-8.883797e-07 -1.879837e-03 -4.140624e-01)	3.730000e+02
62.4          	-2.104162e+02	(-8.852421e-07 -1.879209e-03 -4.140619e-01)	3.730000e+02
62.8          	-2.102854e+02	(-8.858371e-07 -1.878603e-03 -4.140614e-01)	3.730000e+02
63.2          	-2.101577e+02	(-8.827438e-07 -1.878008e-03 -4.140608e-01)	3.730000e+02
63.6          	-2.100329e+02	(-8.833967e-07 -1.877435e-03 -4.140603e-01)	3.730000e+02
64            	-2.099111e+02	(-8.803471e-07 -1.876872e-03 -4.140599e-01)	3.730000e+02
64.4          	-2.097921e+02	(-8.810184e-07 -1.876330e-03 -4.140594e-01)	3.730000e+02
64.8          	-2.096758e+02	(-8.780239e-07 -1.875796e-03 -4.140588e-01)	3.730000e+02
65.2          	-2.095622e+02	(-8.787754e-07 -1.875282e-03 -4.140583e-01)	3.730000e+02
65.6          	-2.094513e+02	(-8.758086e-07 -1.874776e-03 -4.140578e-01)	3.730000e+02
66            	-2.093430e+02	(-8.766182e-07 -1.874291e-03 -4.140572e-01)	3.730000e+02
66.4          	-2.092372e+02	(-8.736906e-07 -1.873812e-03 -4.140567e-01)	3.730000e+02
66.8          	-2.091338e+02	(-8.745560e-07 -1.873353e-03 -4.140562e-01)	3.730000e+02
67.2          	-2.090328e+02	(-8.716731e-07 -1.872901e-03 -4.140558e-01)	3.730000e+02
67.6          	-2.089342e+02	(-8.725911e-07 -1.872467e-03 -4.140553e-01)	3.730000e+02
68            	-2.088379e+02	(-8.697507e-07 -1.872039e-03 -4.140548e-01)	3.730000e+02
68.4          	-2.087438e+02	(-8.707184e-07 -1.871629e-03 -4.140544e-01)	3.730000e+02
68.8          	-2.086519e+02	(-8.679187e-07 -1.871224e-03 -4.140539e-01)	3.730000e+02
69.2          	-2.085621e+02	(-8.689337e-07 -1.870836e-03 -4.140535e-01)	3.730000e+02
69.6          	-2.084744e+02	(-8.661689e-07 -1.870435e-03 -4.140531e-01)	3.730000e+02
70            	-2.083888e+02	(-8.672330e-07 -1.870060e-03 -4.140527e-01)	3.730000e+02
70.4          	-2.083051e+02	(-8.645145e-07 -1.869690e-03 -4.140524e-01)	3.730000e+02
70.8          	-2.082234e+02	(-8.656216e-07 -1.869339e-03 -4.140520e-01)	3.730000e+02
71.2          	-2.081435e+02	(-8.629359e-07 -1.868993e-03 -4.140516e-01)	3.730000e+02
71.6          	-2.080656e+02	(-8.640817e-07 -1.868663e-03 -4.140513e-01)	3.730000e+02
72            	-2.079894e+02	(-8.614293e-07 -1.868338e-03 -4.140509e-01)	3.730000e+02
72.4          	-2.079149e+02	(-8.626119e-07 -1.868027e-03 -4.140505e-01)	3.730000e+02
72.8          	-2.078422e+02	(-8.599914e-07 -1.867719e-03 -4.140502e-01)	3.730000e+02
73.2          	-2.077712e+02	(-8.612098e-07 -1.867426e-03 -4.140499e-01)	3.730000e+02
73.6          	-2.077018e+02	(-8.586206e-07 -1.867135e-03 -4.140495e-01)	3.730000e+02
74            	-2.076340e+02	(-8.598738e-07 -1.866858e-03 -4.140492e-01)	3.730000e+02
74.4          	-2.075678e+02	(-8.573106e-07 -1.866583e-03 -4.140489e-01)	3.730000e+02
74.8          	-2.075031e+02	(-8.585951e-07 -1.866321e-03 -4.140486e-01)	3.730000e+02
75.2          	-2.074399e+02	(-8.560622e-07 -1.866061e-03 -4.140483e-01)	3.730000e+02
75.6          	-2.073782e+02	(-8.573804e-07 -1.865814e-03 -4.140480e-01)	3.730000e+02
76            	-2.073178e+02	(-8.548743e-07 -1.865568e-03 -4.140477e-01)	3.730000e+02
76.4          	-2.072589e+02	(-8.562265e-07 -1.865334e-03 -4.140475e-01)	3.730000e+02
76.8          	-2.072013e+02	(-8.537742e-07 -1.865101e-03 -4.140472e-01)	3.730000e+02
77.2          	-2.071451e+02	(-8.551693e-07 -1.864880e-03 -4.140469e-01)	3.730000e+02
77.6          	-2.070901e+02	(-8.527306e-07 -1.864659e-03 -4.140467e-01)	3.730000e+02
78            	-2.070364e+02	(-8.541455e-07 -1.864448e-03 -4.140464e-01)	3.730000e+02
78.4          	-2.069840e+02	(-8.517213e-07 -1.864234e-03 -4.140462e-01)	3.730000e+02
78.8          	-2.069327e+02	(-8.531581e-07 -1.864032e-03 -4.140459e-01)	3.730000e+02
79.2          	-2.068826e+02	(-8.507556e-07 -1.863830e-03 -4.140457e-01)	3.730000e+02
79.6          	-2.068337e+02	(-8.522181e-07 -1.863641e-03 -4.140454e-01)	3.730000e+02
80            	-2.067859e+02	(-8.498380e-07 -1.863450e-03 -4.140452e-01)	3.730000e+02
80.4          	-2.067392e+02	(-8.513247e-07 -1.863272e-03 -4.140449e-01)	3.730000e+02
80.8          	-2.066936e+02	(-8.489656e-07 -1.863092e-03 -4.140447e-01)	3.730000e+02
81.2          	-2.066490e+02	(-8.504754e-07 -1.862924e-03 -4.140445e-01)	3.730000e+02
81.6          	-2.066054e+02	(-8.481363e-07 -1.862754e-03 -4.140443e-01)	3.730000e+02
82            	-2.065629e+02	(-8.496683e-07 -1.862594e-03 -4.140441e-01)	3.730000e+02
82.4          	-2.065213e+02	(-8.473441e-07 -1.862433e-03 -4.140438e-01)	3.730000e+02
82.8          	-2.064807e+02	(-8.488716e-07 -1.862283e-03 -4.140436e-01)	3.730000e+02
83.2          	-2.064409e+02	(-8.465390e-07 -1.862130e-03 -4.140434e-01)	3.730000e+02
83.6          	-2.064022e+02	(-8.480974e-07 -1.861988e-03 -4.140432e-01)	3.730000e+02
84            	-2.063642e+02	(-8.457780e-07 -1.861843e-03 -4.140431e-01)	3.730000e+02
84.4          	-2.063272e+02	(-8.473587e-07 -1.861708e-03 -4.140429e-01)	3.730000e+02
84.8          	-2.062910e+02	(-8.450879e-07 -1.861571e-03 -4.140427e-01)	3.730000e+02
85.2          	-2.062557e+02	(-8.466959e-07 -1.861443e-03 -4.140425e-01)	3.730000e+02
85.6          	-2.062211e+02	(-8.444413e-07 -1.861313e-03 -4.140424e-01)	3.730000e+02
86            	-2.061873e+02	(-8.460676e-07 -1.861192e-03 -4.140422e-01)	3.730000e+02
86.4          	-2.061543e+02	(-8.438291e-07 -1.861068e-03 -4.140420e-01)	3.730000e+02
86.8          	-2.061221e+02	(-8.454724e-07 -1.860954e-03 -4.140419e-01)	3.730000e+02
87.2          	-2.060906e+02	(-8.432483e-07 -1.860836e-03 -4.140417e-01)	3.730000e+02
87.6          	-2.060598e+02	(-8.449072e-07 -1.860728e-03 -4.140415e-01)	3.730000e+02
88            	-2.060297e+02	(-8.426962e-07 -1.860617e-03 -4.140414e-01)	3.730000e+02
88.4          	-2.060003e+02	(-8.443698e-07 -1.860514e-03 -4.140412e-01)	3.730000e+02
88.8          	-2.059716e+02	(-8.421713e-07 -1.860408e-03 -4.140411e-01)	3.730000e+02
89.2          	-2.059436e+02	(-8.438588e-07 -1.860311e-03 -4.140410e-01)	3.730000e+02
89.6          	-2.059161e+02	(-8.416721e-07 -1.860210e-03 -4.140408e-01)	3.730000e+02
90            	-2.058893e+02	(-8.433726e-07 -1.860118e-03 -4.140407e-01)	3.730000e+02
90.4          	-2.058631e+02	(-8.411972e-07 -1.860022e-03 -4.140406e-01)	3.730000e+02
90.8          	-2.058375e+02	(-8.429104e-07 -1.859935e-03 -4.140404e-01)	3.730000e+02
91.2          	-2.058125e+02	(-8.407457e-07 -1.859843e-03 -4.140403e-01)	3.730000e+02
91.6          	-2.057881e+02	(-8.424706e-07 -1.859761e-03 -4.140402e-01)	3.730000e+02
92            	-2.057642e+02	(-8.403162e-07 -1.859674e-03 -4.140401e-01)	3.730000e+02
92.4          	-2.057409e+02	(-8.420523e-07 -1.859595e-03 -4.140399e-01)	3.730000e+02
92.8          	-2.057181e+02	(-8.399075e-07 -1.859513e-03 -4.140398e-01)	3.730000e+02
93.2          	-2.056958e+02	(-8.416544e-07 -1.859438e-03 -4.140397e-01)	3.730000e+02
93.6          	-2.056740e+02	(-8.395188e-07 -1.859360e-03 -4.140396e-01)	3.730000e+02
94            	-2.056527e+02	(-8.412759e-07 -1.859289e-03 -4.140395e-01)	3.730000e+02
94.4          	-2.056319e+02	(-8.391490e-07 -1.859214e-03 -4.140394e-01)	3.730000e+02
94.8          	-2.056116e+02	(-8.409157e-07 -1.859147e-03 -4.140393e-01)	3.730000e+02
95.2          	-2.055917e+02	(-8.387973e-07 -1.859076e-03 -4.140392e-01)	3.730000e+02
95.6          	-2.055723e+02	(-8.405737e-07 -1.859013e-03 -4.140391e-01)	3.730000e+02
96            	-2.055534e+02	(-8.384633e-07 -1.858944e-03 -4.140390e-01)	3.730000e+02
96.4          	-2.055348e+02	(-8.402485e-07 -1.858884e-03 -4.140389e-01)	3.730000e+02
96.8          	-2.055167e+02	(-8.381457e-07 -1.858819e-03 -4.140388e-01)	3.730000e+02
97.2          	-2.054990e+02	(-8.399391e-07 -1.858762e-03 -4.140387e-01)	3.730000e+02
97.6          	-2.054817e+02	(-8.378434e-07 -1.858700e-03 -4.140386e-01)	3.730000e+02
98            	-2.054648e+02	(-8.396445e-07 -1.858646e-03 -4.140386e-01)	3.730000e+02
98.4          	-2.054483e+02	(-8.375552e-07 -1.858587e-03 -4.140385e-01)	3.730000e+02
98.8          	-2.054321e+02	(-8.393638e-07 -1.858536e-03 -4.140384e-01)	3.730000e+02
99.2          	-2.054164e+02	(-8.372805e-07 -1.858480e-03 -4.140383e-01)	3.730000e+02
99.6          	-2.054009e+02	(-8.390958e-07 -1.858431e-03 -4.140382e-01)	3.730000e+02
100           	-2.053859e+02	(-8.370351e-07 -1.858377e-03 -4.140382e-01)	3.730000e+02
