# Region type : patch rightWall
# Faces       : 100
# Area        : 5.400000e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(heatTransferCoeff(T))	areaAverage(wallShearStress)	areaAverage(T)
36            	-4.381593e+02	(-5.748932e-07 1.096289e-05 -4.660302e-01)	3.130000e+02
36.4          	-4.387782e+02	(-5.717894e-07 1.076081e-05 -4.659015e-01)	3.130000e+02
36.8          	-4.394580e+02	(-5.691785e-07 9.335517e-06 -4.657873e-01)	3.130000e+02
37.2          	-4.400670e+02	(-5.655545e-07 9.348086e-06 -4.656606e-01)	3.130000e+02
37.6          	-4.406434e+02	(-5.618684e-07 9.142083e-06 -4.655587e-01)	3.130000e+02
38            	-4.412091e+02	(-5.582673e-07 8.939986e-06 -4.654570e-01)	3.130000e+02
38.4          	-4.417590e+02	(-5.547218e-07 8.775920e-06 -4.653540e-01)	3.130000e+02
38.8          	-4.422917e+02	(-5.516262e-07 8.609872e-06 -4.652514e-01)	3.130000e+02
39.2          	-4.428089e+02	(-5.481173e-07 8.434532e-06 -4.651488e-01)	3.130000e+02
39.6          	-4.433115e+02	(-5.448670e-07 8.255268e-06 -4.650470e-01)	3.130000e+02
40            	-4.438008e+02	(-5.417212e-07 8.075426e-06 -4.649469e-01)	3.130000e+02
