# y+ ()       
# Time        	patch         	min           	max           	average       
20.6          	bottomWall	5.124233e-01	1.573685e+00	6.448178e-01
20.6          	topWall	5.132492e-01	1.593390e+00	6.454031e-01
20.7          	bottomWall	5.096489e-01	1.481405e+00	6.447326e-01
20.7          	topWall	5.127856e-01	1.603093e+00	6.453487e-01
20.8          	bottomWall	5.100496e-01	1.659570e+00	6.447737e-01
20.8          	topWall	5.133926e-01	1.853109e+00	6.454094e-01
20.9          	bottomWall	5.113838e-01	1.468506e+00	6.444239e-01
20.9          	topWall	5.131556e-01	1.716288e+00	6.456882e-01
21            	bottomWall	5.113718e-01	1.833739e+00	6.444679e-01
21            	topWall	5.115541e-01	1.460443e+00	6.454564e-01
21.1          	bottomWall	5.118475e-01	1.566738e+00	6.442991e-01
21.1          	topWall	5.089997e-01	1.780814e+00	6.457714e-01
21.2          	bottomWall	5.185266e-01	1.916285e+00	6.441980e-01
21.2          	topWall	5.049717e-01	1.580274e+00	6.456829e-01
21.3          	bottomWall	5.212595e-01	1.477880e+00	6.439954e-01
21.3          	topWall	5.027712e-01	1.894470e+00	6.457315e-01
21.4          	bottomWall	5.189309e-01	1.650814e+00	6.442270e-01
21.4          	topWall	5.017226e-01	1.655703e+00	6.455786e-01
21.5          	bottomWall	5.161031e-01	1.601083e+00	6.443096e-01
21.5          	topWall	4.996936e-01	1.708421e+00	6.457835e-01
21.6          	bottomWall	5.138109e-01	1.512040e+00	6.443337e-01
21.6          	topWall	4.967380e-01	1.600641e+00	6.459041e-01
21.7          	bottomWall	5.095381e-01	1.648060e+00	6.442754e-01
21.7          	topWall	4.966930e-01	2.684489e+00	6.460155e-01
21.8          	bottomWall	5.079288e-01	1.735779e+00	6.443572e-01
21.8          	topWall	5.002811e-01	1.539086e+00	6.457628e-01
21.9          	bottomWall	4.947533e-01	1.610694e+00	6.440134e-01
21.9          	topWall	5.034012e-01	1.520114e+00	6.457324e-01
22            	bottomWall	5.050397e-01	1.691534e+00	6.440507e-01
22            	topWall	5.023301e-01	1.763768e+00	6.456397e-01
22.1          	bottomWall	5.043913e-01	1.629261e+00	6.439922e-01
22.1          	topWall	5.008402e-01	1.634908e+00	6.455149e-01
22.2          	bottomWall	5.044895e-01	1.620532e+00	6.439533e-01
22.2          	topWall	4.987576e-01	1.853844e+00	6.455734e-01
22.3          	bottomWall	3.068315e-01	1.748324e+00	6.439407e-01
22.3          	topWall	4.974413e-01	1.628447e+00	6.456580e-01
22.4          	bottomWall	5.050171e-01	1.591740e+00	6.439978e-01
22.4          	topWall	4.975089e-01	1.891530e+00	6.453829e-01
22.5          	bottomWall	5.063234e-01	1.765929e+00	6.441077e-01
22.5          	topWall	4.975145e-01	1.664849e+00	6.453885e-01
22.6          	bottomWall	5.072550e-01	1.763569e+00	6.438399e-01
22.6          	topWall	4.963872e-01	1.797936e+00	6.457197e-01
22.7          	bottomWall	5.118326e-01	1.647980e+00	6.438569e-01
22.7          	topWall	5.000381e-01	1.785625e+00	6.457350e-01
22.8          	bottomWall	5.143823e-01	1.940830e+00	6.438856e-01
22.8          	topWall	4.995338e-01	1.564951e+00	6.455217e-01
22.9          	bottomWall	5.172950e-01	1.664068e+00	6.438123e-01
22.9          	topWall	5.021080e-01	1.604541e+00	6.455385e-01
23            	bottomWall	5.190274e-01	1.541573e+00	6.438820e-01
23            	topWall	5.023062e-01	1.657142e+00	6.457678e-01
23.1          	bottomWall	5.174127e-01	1.742300e+00	6.439330e-01
23.1          	topWall	5.024886e-01	1.812268e+00	6.458392e-01
23.2          	bottomWall	5.145688e-01	1.885544e+00	6.442010e-01
23.2          	topWall	5.007968e-01	1.666807e+00	6.461093e-01
23.3          	bottomWall	5.138417e-01	1.583153e+00	6.442988e-01
23.3          	topWall	5.015693e-01	1.691192e+00	6.464033e-01
23.4          	bottomWall	5.121886e-01	1.810333e+00	6.444652e-01
23.4          	topWall	5.012267e-01	1.578947e+00	6.463910e-01
23.5          	bottomWall	5.102334e-01	1.687802e+00	6.445078e-01
23.5          	topWall	5.005368e-01	1.739157e+00	6.463977e-01
23.6          	bottomWall	5.108010e-01	1.447350e+00	6.445200e-01
23.6          	topWall	5.038235e-01	1.544385e+00	6.461466e-01
23.7          	bottomWall	5.096830e-01	1.639301e+00	6.445342e-01
23.7          	topWall	5.098299e-01	1.656446e+00	6.462229e-01
23.8          	bottomWall	5.113240e-01	1.817476e+00	6.444891e-01
23.8          	topWall	5.099194e-01	1.629369e+00	6.461022e-01
23.9          	bottomWall	3.031203e-01	1.613229e+00	6.447698e-01
23.9          	topWall	5.111579e-01	1.583448e+00	6.459521e-01
24            	bottomWall	5.157671e-01	1.610872e+00	6.448088e-01
24            	topWall	5.102997e-01	1.653000e+00	6.458566e-01
24.1          	bottomWall	1.592471e-01	1.607893e+00	6.447814e-01
24.1          	topWall	5.104915e-01	1.692650e+00	6.459862e-01
24.2          	bottomWall	5.199760e-01	1.515194e+00	6.448405e-01
24.2          	topWall	5.103960e-01	1.935906e+00	6.458063e-01
24.3          	bottomWall	5.192691e-01	1.560187e+00	6.450445e-01
24.3          	topWall	5.107861e-01	1.683059e+00	6.458347e-01
24.4          	bottomWall	3.561743e-01	2.035102e+00	6.450566e-01
24.4          	topWall	5.104458e-01	2.529048e+00	6.456995e-01
24.5          	bottomWall	5.182191e-01	1.712349e+00	6.451390e-01
24.5          	topWall	5.086647e-01	1.781431e+00	6.458597e-01
24.6          	bottomWall	5.150779e-01	1.863762e+00	6.453146e-01
24.6          	topWall	5.090249e-01	1.547478e+00	6.456359e-01
24.7          	bottomWall	5.123701e-01	1.740977e+00	6.451790e-01
24.7          	topWall	5.086240e-01	1.871954e+00	6.459343e-01
24.8          	bottomWall	5.096589e-01	1.608415e+00	6.451795e-01
24.8          	topWall	5.118257e-01	1.769200e+00	6.460569e-01
24.9          	bottomWall	5.069867e-01	1.605859e+00	6.449479e-01
24.9          	topWall	5.137514e-01	1.646401e+00	6.458801e-01
25            	bottomWall	3.317181e-01	1.910437e+00	6.449411e-01
25            	topWall	5.123103e-01	1.566132e+00	6.457906e-01
25.1          	bottomWall	5.035461e-01	1.891564e+00	6.449469e-01
25.1          	topWall	5.117764e-01	1.574024e+00	6.457764e-01
25.2          	bottomWall	5.024651e-01	2.017235e+00	6.449071e-01
25.2          	topWall	5.122701e-01	1.726901e+00	6.456478e-01
25.3          	bottomWall	5.039345e-01	1.894570e+00	6.449198e-01
25.3          	topWall	5.107227e-01	1.736933e+00	6.456208e-01
25.4          	bottomWall	5.101018e-01	1.666112e+00	6.448074e-01
25.4          	topWall	5.114327e-01	1.865920e+00	6.455315e-01
25.5          	bottomWall	5.082754e-01	1.801553e+00	6.446976e-01
25.5          	topWall	5.102911e-01	1.775789e+00	6.456169e-01
25.6          	bottomWall	5.069069e-01	1.462057e+00	6.443491e-01
25.6          	topWall	5.087031e-01	1.466432e+00	6.455813e-01
25.7          	bottomWall	5.051874e-01	1.694794e+00	6.442723e-01
25.7          	topWall	5.068914e-01	1.526187e+00	6.453640e-01
25.8          	bottomWall	5.019888e-01	1.975033e+00	6.443681e-01
25.8          	topWall	5.067984e-01	1.448112e+00	6.452536e-01
25.9          	bottomWall	5.017481e-01	1.831979e+00	6.442230e-01
25.9          	topWall	5.056335e-01	1.582988e+00	6.453531e-01
26            	bottomWall	5.002165e-01	1.570457e+00	6.442604e-01
26            	topWall	5.106566e-01	1.800778e+00	6.453592e-01
26.1          	bottomWall	5.006432e-01	1.598135e+00	6.442044e-01
26.1          	topWall	5.112084e-01	1.481908e+00	6.449663e-01
26.2          	bottomWall	5.003187e-01	1.630359e+00	6.439348e-01
26.2          	topWall	5.128443e-01	1.715432e+00	6.451674e-01
26.3          	bottomWall	4.986141e-01	1.645646e+00	6.438247e-01
26.3          	topWall	5.101275e-01	1.712200e+00	6.452581e-01
26.4          	bottomWall	5.009860e-01	1.467885e+00	6.437986e-01
26.4          	topWall	5.082693e-01	1.636752e+00	6.453675e-01
26.5          	bottomWall	5.009143e-01	1.659129e+00	6.438719e-01
26.5          	topWall	5.066358e-01	1.579331e+00	6.455867e-01
26.6          	bottomWall	4.970762e-01	2.087618e+00	6.440805e-01
26.6          	topWall	5.045767e-01	1.564066e+00	6.453102e-01
26.7          	bottomWall	5.009876e-01	1.723441e+00	6.440207e-01
26.7          	topWall	5.015125e-01	1.772838e+00	6.456181e-01
26.8          	bottomWall	5.020507e-01	1.564504e+00	6.436552e-01
26.8          	topWall	4.990867e-01	1.674082e+00	6.458498e-01
26.9          	bottomWall	5.033189e-01	1.750223e+00	6.436339e-01
26.9          	topWall	4.970961e-01	1.485742e+00	6.457707e-01
27            	bottomWall	5.044376e-01	1.832583e+00	6.436591e-01
27            	topWall	4.928820e-01	1.572957e+00	6.457488e-01
27.1          	bottomWall	5.023313e-01	1.770601e+00	6.438051e-01
27.1          	topWall	4.920191e-01	1.609871e+00	6.457867e-01
27.2          	bottomWall	5.078494e-01	1.789856e+00	6.436439e-01
27.2          	topWall	4.881344e-01	1.711488e+00	6.456836e-01
27.3          	bottomWall	5.108048e-01	1.622610e+00	6.439161e-01
27.3          	topWall	4.864920e-01	1.625162e+00	6.454518e-01
27.4          	bottomWall	5.136077e-01	1.683199e+00	6.436792e-01
27.4          	topWall	4.885649e-01	1.637933e+00	6.456704e-01
27.5          	bottomWall	5.156947e-01	1.599854e+00	6.437391e-01
27.5          	topWall	4.897270e-01	1.708141e+00	6.453886e-01
27.6          	bottomWall	5.195877e-01	1.624945e+00	6.435011e-01
27.6          	topWall	4.936734e-01	1.686433e+00	6.452296e-01
27.7          	bottomWall	5.206462e-01	1.650863e+00	6.436572e-01
27.7          	topWall	4.979293e-01	1.503243e+00	6.450783e-01
27.8          	bottomWall	5.236497e-01	1.703862e+00	6.434908e-01
27.8          	topWall	5.022089e-01	1.601279e+00	6.449941e-01
27.9          	bottomWall	5.246006e-01	1.571639e+00	6.433871e-01
27.9          	topWall	5.053757e-01	1.645182e+00	6.449998e-01
28            	bottomWall	5.246653e-01	1.475175e+00	6.433314e-01
28            	topWall	5.039247e-01	1.686426e+00	6.448476e-01
28.1          	bottomWall	5.260599e-01	1.529641e+00	6.433870e-01
28.1          	topWall	5.053538e-01	1.944102e+00	6.446960e-01
28.2          	bottomWall	5.254903e-01	1.708032e+00	6.433496e-01
28.2          	topWall	5.048254e-01	1.559303e+00	6.445636e-01
28.3          	bottomWall	5.241103e-01	1.638481e+00	6.431890e-01
28.3          	topWall	4.355183e-01	1.741565e+00	6.445138e-01
28.4          	bottomWall	5.224091e-01	1.647337e+00	6.432207e-01
28.4          	topWall	5.075713e-01	1.524751e+00	6.445798e-01
28.5          	bottomWall	5.207047e-01	1.532120e+00	6.427820e-01
28.5          	topWall	5.018428e-01	1.926639e+00	6.446352e-01
28.6          	bottomWall	5.191982e-01	1.631258e+00	6.428303e-01
28.6          	topWall	5.056353e-01	1.414896e+00	6.445669e-01
28.7          	bottomWall	5.176193e-01	1.601894e+00	6.426922e-01
28.7          	topWall	4.999349e-01	1.895363e+00	6.445577e-01
28.8          	bottomWall	5.159187e-01	1.474364e+00	6.426168e-01
28.8          	topWall	4.976984e-01	1.850254e+00	6.443431e-01
28.9          	bottomWall	5.139235e-01	1.779880e+00	6.426845e-01
28.9          	topWall	4.938465e-01	1.596080e+00	6.443128e-01
29            	bottomWall	5.138209e-01	2.145728e+00	6.426319e-01
29            	topWall	4.929871e-01	1.995126e+00	6.442784e-01
29.1          	bottomWall	4.803741e-01	1.811098e+00	6.426911e-01
29.1          	topWall	4.976384e-01	1.810053e+00	6.442984e-01
29.2          	bottomWall	5.156738e-01	2.161119e+00	6.426293e-01
29.2          	topWall	5.005613e-01	1.634027e+00	6.441091e-01
29.3          	bottomWall	5.177562e-01	1.552583e+00	6.428189e-01
29.3          	topWall	5.070579e-01	1.933129e+00	6.443068e-01
29.4          	bottomWall	5.164769e-01	1.890087e+00	6.426962e-01
29.4          	topWall	5.113562e-01	1.738517e+00	6.442437e-01
29.5          	bottomWall	5.147188e-01	1.674575e+00	6.427120e-01
29.5          	topWall	5.133478e-01	2.152995e+00	6.442860e-01
29.6          	bottomWall	5.150890e-01	1.893754e+00	6.428162e-01
29.6          	topWall	5.182820e-01	1.483193e+00	6.442439e-01
29.7          	bottomWall	5.171653e-01	1.585753e+00	6.430087e-01
29.7          	topWall	5.189051e-01	1.619103e+00	6.445419e-01
29.8          	bottomWall	5.200712e-01	1.708229e+00	6.431908e-01
29.8          	topWall	5.201802e-01	1.573825e+00	6.446504e-01
29.9          	bottomWall	5.223602e-01	1.735994e+00	6.431489e-01
29.9          	topWall	5.230088e-01	1.640586e+00	6.449421e-01
30            	bottomWall	5.261096e-01	1.724763e+00	6.435483e-01
30            	topWall	5.227309e-01	1.600895e+00	6.448796e-01
30.1          	bottomWall	5.273514e-01	1.608867e+00	6.435295e-01
30.1          	topWall	5.222053e-01	1.519741e+00	6.448133e-01
30.2          	bottomWall	5.252437e-01	1.775249e+00	6.438060e-01
30.2          	topWall	5.191086e-01	1.698984e+00	6.450078e-01
30.3          	bottomWall	5.233958e-01	1.656576e+00	6.439715e-01
30.3          	topWall	5.175893e-01	1.596101e+00	6.450497e-01
30.4          	bottomWall	4.829845e-01	1.907534e+00	6.439818e-01
30.4          	topWall	5.152977e-01	1.581726e+00	6.451758e-01
30.5          	bottomWall	5.201091e-01	1.465512e+00	6.437458e-01
30.5          	topWall	5.115200e-01	1.515839e+00	6.451980e-01
30.6          	bottomWall	5.184904e-01	1.650535e+00	6.436672e-01
30.6          	topWall	5.091749e-01	2.027473e+00	6.454226e-01
30.7          	bottomWall	5.169890e-01	1.808351e+00	6.438511e-01
30.7          	topWall	5.087866e-01	1.910475e+00	6.453215e-01
30.8          	bottomWall	5.148534e-01	1.784986e+00	6.440078e-01
30.8          	topWall	5.073857e-01	1.620664e+00	6.454798e-01
30.9          	bottomWall	5.128706e-01	1.635709e+00	6.439115e-01
30.9          	topWall	5.079734e-01	1.785750e+00	6.456000e-01
31            	bottomWall	5.109882e-01	1.789802e+00	6.439747e-01
31            	topWall	5.086403e-01	1.554944e+00	6.456279e-01
31.1          	bottomWall	5.096091e-01	1.636245e+00	6.440650e-01
31.1          	topWall	5.030581e-01	1.620119e+00	6.457370e-01
31.2          	bottomWall	5.054012e-01	1.802295e+00	6.438859e-01
31.2          	topWall	5.000348e-01	1.756313e+00	6.458551e-01
31.3          	bottomWall	5.065233e-01	1.682626e+00	6.439642e-01
31.3          	topWall	4.994439e-01	1.573937e+00	6.459452e-01
31.388334     	bottomWall	5.061014e-01	1.507605e+00	6.439836e-01
31.388334     	topWall	4.951031e-01	1.768590e+00	6.458140e-01
31.4          	bottomWall	5.060438e-01	1.558216e+00	6.441706e-01
31.4          	topWall	4.939976e-01	1.582974e+00	6.456452e-01
31.5          	bottomWall	5.075113e-01	1.496655e+00	6.440707e-01
31.5          	topWall	4.882634e-01	1.645333e+00	6.458175e-01
31.6          	bottomWall	5.069376e-01	1.904850e+00	6.439868e-01
31.6          	topWall	4.894641e-01	1.458035e+00	6.453996e-01
31.7          	bottomWall	5.090500e-01	1.929472e+00	6.440689e-01
31.7          	topWall	4.862429e-01	1.497231e+00	6.452466e-01
31.8          	bottomWall	5.112649e-01	1.587111e+00	6.439654e-01
31.8          	topWall	3.892632e-01	1.659132e+00	6.450822e-01
31.9          	bottomWall	5.146580e-01	1.459681e+00	6.438203e-01
31.9          	topWall	4.898921e-01	1.524336e+00	6.448994e-01
32            	bottomWall	5.150953e-01	1.519143e+00	6.437662e-01
32            	topWall	3.671452e-01	1.596213e+00	6.447176e-01
32.1          	bottomWall	5.165677e-01	1.493919e+00	6.437659e-01
32.1          	topWall	4.956758e-01	1.720492e+00	6.447066e-01
32.2          	bottomWall	5.159862e-01	1.387647e+00	6.436620e-01
32.2          	topWall	5.000669e-01	1.476293e+00	6.445968e-01
32.3          	bottomWall	5.177533e-01	1.604160e+00	6.435003e-01
32.3          	topWall	4.996848e-01	1.510065e+00	6.445401e-01
32.4          	bottomWall	5.202879e-01	1.507949e+00	6.435298e-01
32.4          	topWall	4.969055e-01	1.442023e+00	6.445003e-01
32.5          	bottomWall	4.364088e-01	1.637564e+00	6.435728e-01
32.5          	topWall	4.971990e-01	1.404341e+00	6.444085e-01
32.6          	bottomWall	5.228658e-01	1.478530e+00	6.438732e-01
32.6          	topWall	4.944035e-01	1.674852e+00	6.443025e-01
32.7          	bottomWall	5.213773e-01	1.570080e+00	6.436509e-01
32.7          	topWall	4.935225e-01	1.538956e+00	6.440894e-01
32.8          	bottomWall	5.203691e-01	1.516890e+00	6.436845e-01
32.8          	topWall	4.940379e-01	1.682278e+00	6.440055e-01
32.9          	bottomWall	5.197984e-01	1.601694e+00	6.436832e-01
32.9          	topWall	4.951982e-01	1.573084e+00	6.440095e-01
33            	bottomWall	5.192680e-01	1.489185e+00	6.437272e-01
33            	topWall	4.944251e-01	1.529792e+00	6.439869e-01
33.1          	bottomWall	5.188421e-01	1.643524e+00	6.439139e-01
33.1          	topWall	4.951282e-01	1.532332e+00	6.438205e-01
33.2          	bottomWall	5.178269e-01	1.563773e+00	6.440889e-01
33.2          	topWall	4.984967e-01	1.596564e+00	6.437563e-01
33.3          	bottomWall	5.172774e-01	1.638305e+00	6.437877e-01
33.3          	topWall	4.963274e-01	1.492524e+00	6.435452e-01
33.4          	bottomWall	5.183901e-01	1.562433e+00	6.438262e-01
33.4          	topWall	4.990657e-01	1.643618e+00	6.433675e-01
33.5          	bottomWall	5.203296e-01	1.464465e+00	6.437088e-01
33.5          	topWall	5.107402e-01	1.492629e+00	6.434665e-01
33.6          	bottomWall	2.369102e-01	1.644366e+00	6.436799e-01
33.6          	topWall	5.128508e-01	1.444029e+00	6.433141e-01
33.7          	bottomWall	5.226915e-01	1.627699e+00	6.435262e-01
33.7          	topWall	5.189364e-01	1.563480e+00	6.431994e-01
33.8          	bottomWall	5.232595e-01	1.616776e+00	6.436997e-01
33.8          	topWall	5.175672e-01	1.678418e+00	6.433567e-01
33.9          	bottomWall	5.253441e-01	1.524374e+00	6.438291e-01
33.9          	topWall	5.165203e-01	1.468051e+00	6.432628e-01
34            	bottomWall	2.681941e-01	1.657900e+00	6.437187e-01
34            	topWall	5.160843e-01	1.510003e+00	6.432718e-01
34.1          	bottomWall	5.215412e-01	1.480404e+00	6.437906e-01
34.1          	topWall	5.170606e-01	1.879914e+00	6.430492e-01
34.2          	bottomWall	5.213838e-01	1.571784e+00	6.440466e-01
34.2          	topWall	5.169146e-01	1.947454e+00	6.430334e-01
34.3          	bottomWall	5.193777e-01	1.646837e+00	6.441223e-01
34.3          	topWall	5.172766e-01	1.654549e+00	6.430957e-01
34.4          	bottomWall	5.167826e-01	1.598288e+00	6.439280e-01
34.4          	topWall	5.178384e-01	1.774835e+00	6.433014e-01
34.5          	bottomWall	5.139258e-01	1.606911e+00	6.441521e-01
34.5          	topWall	5.179844e-01	1.503844e+00	6.431497e-01
34.6          	bottomWall	4.151475e-01	1.839263e+00	6.440928e-01
34.6          	topWall	5.194269e-01	1.626021e+00	6.433193e-01
34.7          	bottomWall	5.105782e-01	1.431198e+00	6.441181e-01
34.7          	topWall	5.172818e-01	1.502816e+00	6.436058e-01
34.8          	bottomWall	5.087944e-01	1.816183e+00	6.442414e-01
34.8          	topWall	5.164985e-01	1.499930e+00	6.434616e-01
34.9          	bottomWall	5.047286e-01	1.598936e+00	6.443434e-01
34.9          	topWall	5.147539e-01	1.441647e+00	6.435564e-01
35            	bottomWall	5.023741e-01	1.575588e+00	6.443725e-01
35            	topWall	5.141954e-01	1.558244e+00	6.436393e-01
35.1          	bottomWall	4.997691e-01	1.670102e+00	6.443252e-01
35.1          	topWall	5.158504e-01	1.518935e+00	6.437463e-01
35.2          	bottomWall	4.976738e-01	1.536702e+00	6.443119e-01
35.2          	topWall	4.323699e-01	1.664539e+00	6.437350e-01
35.3          	bottomWall	4.947726e-01	1.556918e+00	6.442486e-01
35.3          	topWall	5.168437e-01	1.565284e+00	6.437208e-01
35.4          	bottomWall	4.913851e-01	1.501109e+00	6.442791e-01
35.4          	topWall	5.166161e-01	1.600829e+00	6.435218e-01
35.5          	bottomWall	4.917910e-01	1.688291e+00	6.440368e-01
35.5          	topWall	5.174766e-01	1.489359e+00	6.435242e-01
35.6          	bottomWall	4.930637e-01	1.733000e+00	6.441203e-01
35.6          	topWall	5.185135e-01	1.638811e+00	6.435055e-01
35.7          	bottomWall	4.961258e-01	1.444254e+00	6.439895e-01
35.7          	topWall	5.172468e-01	1.469122e+00	6.433786e-01
35.8          	bottomWall	5.022489e-01	1.457992e+00	6.441569e-01
35.8          	topWall	5.176469e-01	1.435963e+00	6.435037e-01
35.9          	bottomWall	5.064951e-01	1.448469e+00	6.442065e-01
35.9          	topWall	5.158178e-01	1.607917e+00	6.435137e-01
36            	bottomWall	5.069654e-01	1.472902e+00	6.442958e-01
36            	topWall	5.175857e-01	1.495245e+00	6.434769e-01
36.1          	bottomWall	5.151059e-01	1.394864e+00	6.444104e-01
36.1          	topWall	5.176195e-01	1.545610e+00	6.435078e-01
36.2          	bottomWall	4.989708e-01	1.553405e+00	6.446830e-01
36.2          	topWall	5.182758e-01	1.584517e+00	6.433902e-01
36.3          	bottomWall	4.810227e-01	1.459462e+00	6.451843e-01
36.3          	topWall	5.179075e-01	1.638708e+00	6.435706e-01
36.4          	bottomWall	4.676937e-01	1.565089e+00	6.452823e-01
36.4          	topWall	5.175706e-01	1.898018e+00	6.438581e-01
36.5          	bottomWall	4.491285e-01	1.584186e+00	6.456799e-01
36.5          	topWall	5.187185e-01	1.431653e+00	6.436898e-01
36.6          	bottomWall	4.467455e-01	1.528942e+00	6.461805e-01
36.6          	topWall	5.174312e-01	1.509334e+00	6.437476e-01
36.7          	bottomWall	4.596849e-01	1.503918e+00	6.466025e-01
36.7          	topWall	5.157496e-01	1.489327e+00	6.437542e-01
36.8          	bottomWall	4.417157e-01	1.469804e+00	6.469749e-01
36.8          	topWall	5.210758e-01	1.455385e+00	6.438903e-01
36.9          	bottomWall	3.839531e-01	1.535530e+00	6.480995e-01
36.9          	topWall	5.211483e-01	1.565459e+00	6.439398e-01
37            	bottomWall	2.227526e-01	1.910080e+00	6.499392e-01
37            	topWall	5.193604e-01	1.426662e+00	6.439943e-01
37.1          	bottomWall	2.348967e-01	1.962406e+00	6.526912e-01
37.1          	topWall	5.149766e-01	1.452501e+00	6.442114e-01
37.2          	bottomWall	2.890601e-01	2.123915e+00	6.553717e-01
37.2          	topWall	5.094503e-01	1.747159e+00	6.441267e-01
37.3          	bottomWall	3.301242e-01	1.867284e+00	6.591632e-01
37.3          	topWall	5.058787e-01	1.558661e+00	6.442708e-01
37.4          	bottomWall	3.399512e-01	1.945110e+00	6.631450e-01
37.4          	topWall	5.026284e-01	1.532767e+00	6.444169e-01
37.5          	bottomWall	2.197102e-01	2.098779e+00	6.672052e-01
37.5          	topWall	4.965807e-01	1.515477e+00	6.445959e-01
37.6          	bottomWall	6.362526e-02	2.039832e+00	6.726301e-01
37.6          	topWall	4.850961e-01	1.496762e+00	6.446342e-01
37.7          	bottomWall	1.671898e-01	2.305482e+00	6.792777e-01
37.7          	topWall	4.790774e-01	1.498152e+00	6.447376e-01
37.8          	bottomWall	1.952166e-01	2.199276e+00	6.860600e-01
37.8          	topWall	4.750806e-01	1.858282e+00	6.444349e-01
37.9          	bottomWall	1.900273e-01	2.138208e+00	6.916727e-01
37.9          	topWall	4.666224e-01	1.499205e+00	6.440091e-01
38            	bottomWall	4.055357e-01	2.743289e+00	6.944733e-01
38            	topWall	4.563540e-01	1.912779e+00	6.438372e-01
38.1          	bottomWall	3.825394e-01	2.085628e+00	6.924729e-01
38.1          	topWall	4.513599e-01	1.568104e+00	6.429706e-01
38.2          	bottomWall	4.073283e-01	2.262589e+00	6.889154e-01
38.2          	topWall	4.436846e-01	1.556501e+00	6.417909e-01
38.3          	bottomWall	3.781479e-01	1.992658e+00	6.837267e-01
38.3          	topWall	4.314907e-01	1.552473e+00	6.409537e-01
38.4          	bottomWall	3.907213e-01	1.968390e+00	6.777285e-01
38.4          	topWall	4.191317e-01	1.614066e+00	6.401982e-01
38.5          	bottomWall	4.156818e-01	1.934268e+00	6.732387e-01
38.5          	topWall	3.918838e-01	1.403181e+00	6.392172e-01
38.6          	bottomWall	3.824364e-01	1.607366e+00	6.677252e-01
38.6          	topWall	3.236732e-01	1.509330e+00	6.386916e-01
38.7          	bottomWall	4.343983e-01	1.835973e+00	6.631900e-01
38.7          	topWall	2.136751e-01	1.526936e+00	6.381428e-01
38.8          	bottomWall	3.884513e-01	1.707061e+00	6.586187e-01
38.8          	topWall	2.390158e-01	1.751852e+00	6.376978e-01
38.9          	bottomWall	4.117543e-01	1.655529e+00	6.549517e-01
38.9          	topWall	2.691178e-01	1.755169e+00	6.377548e-01
39            	bottomWall	4.759999e-01	1.762659e+00	6.518928e-01
39            	topWall	2.738237e-01	1.580517e+00	6.376903e-01
39.1          	bottomWall	4.956028e-01	1.518092e+00	6.493834e-01
39.1          	topWall	2.864482e-01	1.590352e+00	6.379735e-01
39.2          	bottomWall	4.919592e-01	1.537979e+00	6.476656e-01
39.2          	topWall	3.218548e-01	1.340846e+00	6.383814e-01
39.3          	bottomWall	5.303218e-01	1.532126e+00	6.466923e-01
39.3          	topWall	3.608569e-01	1.513549e+00	6.389942e-01
39.4          	bottomWall	5.338457e-01	1.596355e+00	6.461054e-01
39.4          	topWall	4.021058e-01	1.542884e+00	6.393758e-01
39.5          	bottomWall	5.343714e-01	1.564788e+00	6.457788e-01
39.5          	topWall	4.386264e-01	1.570344e+00	6.398830e-01
39.6          	bottomWall	5.344970e-01	1.563416e+00	6.452159e-01
39.6          	topWall	4.670258e-01	1.685315e+00	6.403697e-01
39.7          	bottomWall	5.338591e-01	1.588253e+00	6.447486e-01
39.7          	topWall	4.841782e-01	1.595599e+00	6.409840e-01
39.8          	bottomWall	5.337443e-01	1.472854e+00	6.447178e-01
39.8          	topWall	4.919281e-01	1.516808e+00	6.411552e-01
39.9          	bottomWall	5.333746e-01	1.601782e+00	6.442426e-01
39.9          	topWall	4.971279e-01	1.666359e+00	6.415447e-01
40            	bottomWall	5.329881e-01	1.457807e+00	6.443521e-01
40            	topWall	5.044740e-01	1.510131e+00	6.416031e-01
40.1          	bottomWall	5.317844e-01	1.651783e+00	6.441632e-01
40.1          	topWall	5.092877e-01	1.572588e+00	6.418969e-01
40.2          	bottomWall	5.313174e-01	1.554719e+00	6.440112e-01
40.2          	topWall	5.125086e-01	1.509567e+00	6.421240e-01
40.3          	bottomWall	5.289890e-01	1.468282e+00	6.437440e-01
40.3          	topWall	5.148339e-01	1.510967e+00	6.421392e-01
40.4          	bottomWall	5.280959e-01	1.774791e+00	6.437628e-01
40.4          	topWall	5.162093e-01	1.736006e+00	6.421828e-01
40.5          	bottomWall	5.274191e-01	1.527917e+00	6.435564e-01
40.5          	topWall	5.164558e-01	1.523898e+00	6.423249e-01
40.6          	bottomWall	5.260506e-01	1.413530e+00	6.431973e-01
40.6          	topWall	5.161093e-01	1.604798e+00	6.425512e-01
40.7          	bottomWall	5.247417e-01	1.471570e+00	6.433206e-01
40.7          	topWall	5.146477e-01	1.620065e+00	6.428209e-01
40.8          	bottomWall	5.241518e-01	1.649022e+00	6.433720e-01
40.8          	topWall	5.157280e-01	1.472357e+00	6.425525e-01
40.9          	bottomWall	5.230985e-01	1.522342e+00	6.432315e-01
40.9          	topWall	5.142735e-01	1.804415e+00	6.428893e-01
41            	bottomWall	5.208202e-01	1.526785e+00	6.430283e-01
41            	topWall	5.146828e-01	1.514440e+00	6.430450e-01
41.1          	bottomWall	5.210526e-01	1.460304e+00	6.428900e-01
