# y+ ()       
# Time        	patch         	min           	max           	average       
41.1          	topWall	5.157944e-01	1.446271e+00	6.432844e-01
41.2          	bottomWall	5.222580e-01	1.664329e+00	6.431492e-01
41.2          	topWall	5.167955e-01	1.498564e+00	6.430411e-01
41.3          	bottomWall	5.214533e-01	1.930673e+00	6.433326e-01
41.3          	topWall	5.186392e-01	1.589302e+00	6.433213e-01
41.4          	bottomWall	5.190838e-01	1.787667e+00	6.430531e-01
41.4          	topWall	3.081000e-01	1.619713e+00	6.433804e-01
41.5          	bottomWall	5.172896e-01	1.512878e+00	6.430011e-01
41.5          	topWall	5.202241e-01	1.446646e+00	6.433356e-01
41.6          	bottomWall	5.160712e-01	1.612199e+00	6.426688e-01
41.6          	topWall	5.177017e-01	1.438805e+00	6.435448e-01
41.7          	bottomWall	5.148820e-01	1.542128e+00	6.427222e-01
41.7          	topWall	5.192889e-01	1.510570e+00	6.436436e-01
41.8          	bottomWall	5.172124e-01	1.564706e+00	6.428541e-01
41.8          	topWall	5.191374e-01	1.527830e+00	6.435445e-01
41.9          	bottomWall	5.154622e-01	1.557517e+00	6.425411e-01
41.9          	topWall	5.220306e-01	1.502956e+00	6.436030e-01
42            	bottomWall	5.187619e-01	1.784677e+00	6.425136e-01
42            	topWall	5.209063e-01	1.472166e+00	6.435443e-01
42.1          	bottomWall	5.165411e-01	1.657376e+00	6.424919e-01
42.1          	topWall	3.787007e-01	1.791956e+00	6.436453e-01
42.2          	bottomWall	5.141137e-01	1.662139e+00	6.426222e-01
42.2          	topWall	5.256608e-01	1.757598e+00	6.435533e-01
42.3          	bottomWall	4.586619e-01	1.900079e+00	6.425821e-01
42.3          	topWall	5.272319e-01	1.518594e+00	6.437486e-01
42.4          	bottomWall	5.115829e-01	1.587206e+00	6.427323e-01
42.4          	topWall	5.247892e-01	1.754036e+00	6.436319e-01
42.5          	bottomWall	5.098790e-01	1.547871e+00	6.426167e-01
42.5          	topWall	5.285518e-01	1.497309e+00	6.438421e-01
42.6          	bottomWall	4.790505e-01	1.653176e+00	6.425918e-01
42.6          	topWall	5.282637e-01	1.624196e+00	6.439190e-01
42.7          	bottomWall	5.070029e-01	1.405759e+00	6.425337e-01
42.7          	topWall	5.261433e-01	1.726597e+00	6.442087e-01
42.8          	bottomWall	5.085571e-01	1.546485e+00	6.425527e-01
42.8          	topWall	5.249077e-01	1.712439e+00	6.443540e-01
42.9          	bottomWall	5.129196e-01	1.711935e+00	6.424789e-01
42.9          	topWall	5.237506e-01	1.524169e+00	6.443876e-01
43            	bottomWall	5.170120e-01	1.604173e+00	6.426294e-01
43            	topWall	4.117941e-01	1.487255e+00	6.444488e-01
43.1          	bottomWall	5.196024e-01	1.543712e+00	6.424508e-01
43.1          	topWall	5.198403e-01	1.519585e+00	6.446844e-01
43.2          	bottomWall	5.179144e-01	1.536249e+00	6.426025e-01
43.2          	topWall	5.178580e-01	1.663486e+00	6.446816e-01
43.3          	bottomWall	5.181435e-01	1.567819e+00	6.426481e-01
43.3          	topWall	5.170737e-01	1.572106e+00	6.448236e-01
43.4          	bottomWall	5.186598e-01	1.671125e+00	6.427438e-01
43.4          	topWall	5.178719e-01	1.582406e+00	6.448866e-01
43.5          	bottomWall	5.221603e-01	1.497948e+00	6.426954e-01
43.5          	topWall	5.163392e-01	1.544231e+00	6.448105e-01
43.6          	bottomWall	5.251296e-01	1.644031e+00	6.426957e-01
43.6          	topWall	5.129639e-01	1.651081e+00	6.449954e-01
43.7          	bottomWall	5.294474e-01	1.651737e+00	6.424886e-01
43.7          	topWall	5.122102e-01	1.511787e+00	6.451964e-01
43.8          	bottomWall	5.279265e-01	1.577216e+00	6.424825e-01
43.8          	topWall	5.097995e-01	1.643479e+00	6.449670e-01
43.9          	bottomWall	5.274021e-01	1.558404e+00	6.425951e-01
43.9          	topWall	5.091295e-01	1.529317e+00	6.449775e-01
44            	bottomWall	5.247752e-01	1.761038e+00	6.428325e-01
44            	topWall	5.121474e-01	1.568684e+00	6.446852e-01
44.1          	bottomWall	5.198566e-01	1.557903e+00	6.426851e-01
44.1          	topWall	5.148646e-01	1.544691e+00	6.447912e-01
44.2          	bottomWall	5.158195e-01	1.531940e+00	6.429512e-01
44.2          	topWall	5.157175e-01	1.470630e+00	6.447386e-01
44.3          	bottomWall	5.143907e-01	1.576864e+00	6.428760e-01
44.3          	topWall	5.160441e-01	1.575039e+00	6.447664e-01
44.4          	bottomWall	5.153110e-01	1.594841e+00	6.428342e-01
44.4          	topWall	5.168490e-01	1.662247e+00	6.445230e-01
44.5          	bottomWall	5.040493e-01	1.505177e+00	6.428600e-01
44.5          	topWall	5.168765e-01	1.529742e+00	6.443971e-01
44.6          	bottomWall	4.768319e-01	1.385141e+00	6.426949e-01
44.6          	topWall	5.138328e-01	1.767988e+00	6.444691e-01
44.7          	bottomWall	5.095643e-01	1.450405e+00	6.427992e-01
44.7          	topWall	5.158644e-01	1.583913e+00	6.445101e-01
44.8          	bottomWall	5.108941e-01	1.667775e+00	6.427246e-01
44.8          	topWall	5.195408e-01	1.604368e+00	6.445700e-01
44.9          	bottomWall	5.112570e-01	1.555915e+00	6.428881e-01
44.9          	topWall	5.169405e-01	1.628188e+00	6.443151e-01
45            	bottomWall	5.122224e-01	1.575853e+00	6.428811e-01
45            	topWall	5.029416e-01	1.758006e+00	6.443224e-01
45.1          	bottomWall	5.094655e-01	1.594480e+00	6.429662e-01
45.1          	topWall	5.126951e-01	1.530613e+00	6.441103e-01
45.2          	bottomWall	5.062904e-01	1.576216e+00	6.427380e-01
45.2          	topWall	5.115229e-01	1.529024e+00	6.439639e-01
45.3          	bottomWall	5.030730e-01	1.492936e+00	6.427280e-01
45.3          	topWall	5.109439e-01	1.474478e+00	6.440919e-01
45.4          	bottomWall	5.020236e-01	1.648003e+00	6.425548e-01
45.4          	topWall	5.092197e-01	1.470078e+00	6.442894e-01
45.5          	bottomWall	5.010664e-01	1.534083e+00	6.428161e-01
45.5          	topWall	5.082330e-01	1.849824e+00	6.440992e-01
45.6          	bottomWall	5.019102e-01	1.505382e+00	6.427217e-01
45.6          	topWall	5.076080e-01	1.458161e+00	6.440427e-01
45.7          	bottomWall	5.042185e-01	1.501283e+00	6.426911e-01
45.7          	topWall	5.062377e-01	1.463757e+00	6.441723e-01
45.8          	bottomWall	5.041880e-01	1.528269e+00	6.429229e-01
45.8          	topWall	5.045465e-01	1.449356e+00	6.439361e-01
45.9          	bottomWall	5.054869e-01	1.547254e+00	6.428682e-01
45.9          	topWall	5.009881e-01	1.478322e+00	6.442440e-01
46            	bottomWall	5.051406e-01	1.496946e+00	6.429952e-01
46            	topWall	5.023690e-01	1.561984e+00	6.443691e-01
46.1          	bottomWall	5.096016e-01	1.508328e+00	6.428765e-01
46.1          	topWall	5.028805e-01	1.794916e+00	6.443385e-01
46.2          	bottomWall	5.091696e-01	1.541516e+00	6.428937e-01
46.2          	topWall	5.009372e-01	1.392985e+00	6.444456e-01
46.3          	bottomWall	5.109724e-01	1.524264e+00	6.427466e-01
46.3          	topWall	4.986771e-01	1.493685e+00	6.443816e-01
46.4          	bottomWall	5.109458e-01	1.518622e+00	6.428587e-01
46.4          	topWall	4.972656e-01	1.452936e+00	6.444365e-01
46.5          	bottomWall	5.127356e-01	1.545994e+00	6.429857e-01
46.5          	topWall	4.994896e-01	1.481707e+00	6.444576e-01
46.6          	bottomWall	5.127968e-01	1.662130e+00	6.430578e-01
46.6          	topWall	4.966328e-01	1.582736e+00	6.443750e-01
46.7          	bottomWall	5.142201e-01	1.597015e+00	6.429775e-01
46.7          	topWall	4.988208e-01	1.524235e+00	6.444291e-01
46.8          	bottomWall	5.169030e-01	1.547658e+00	6.430844e-01
46.8          	topWall	4.996492e-01	1.682294e+00	6.444556e-01
46.9          	bottomWall	5.211223e-01	1.522492e+00	6.429842e-01
46.9          	topWall	5.025421e-01	1.434802e+00	6.443004e-01
47            	bottomWall	5.175664e-01	1.684093e+00	6.430486e-01
47            	topWall	5.050134e-01	1.445540e+00	6.443472e-01
47.1          	bottomWall	5.237980e-01	1.635351e+00	6.430764e-01
47.1          	topWall	5.087229e-01	1.889784e+00	6.444053e-01
47.2          	bottomWall	5.239626e-01	1.558481e+00	6.431005e-01
47.2          	topWall	5.116858e-01	1.562390e+00	6.446003e-01
47.3          	bottomWall	5.220753e-01	1.624034e+00	6.431700e-01
47.3          	topWall	5.151254e-01	1.499606e+00	6.443805e-01
47.4          	bottomWall	5.203201e-01	1.535294e+00	6.433250e-01
47.4          	topWall	5.176712e-01	1.633379e+00	6.444906e-01
47.5          	bottomWall	5.215928e-01	1.761427e+00	6.433717e-01
47.5          	topWall	5.230323e-01	1.525471e+00	6.445250e-01
47.6          	bottomWall	5.189899e-01	1.578804e+00	6.434851e-01
47.6          	topWall	5.227185e-01	1.449911e+00	6.444187e-01
47.7          	bottomWall	5.155589e-01	1.419591e+00	6.432956e-01
47.7          	topWall	5.211829e-01	1.572799e+00	6.444726e-01
47.8          	bottomWall	5.146334e-01	1.632330e+00	6.433978e-01
47.8          	topWall	5.192362e-01	1.581414e+00	6.444723e-01
47.9          	bottomWall	5.146425e-01	1.494187e+00	6.432758e-01
47.9          	topWall	5.162186e-01	1.489058e+00	6.444641e-01
48            	bottomWall	5.126457e-01	1.625686e+00	6.431949e-01
48            	topWall	5.135037e-01	1.444771e+00	6.446734e-01
48.1          	bottomWall	5.103202e-01	1.575560e+00	6.433334e-01
48.1          	topWall	5.110775e-01	1.548024e+00	6.445208e-01
48.2          	bottomWall	5.130465e-01	1.663865e+00	6.432018e-01
48.2          	topWall	5.085425e-01	1.571866e+00	6.446290e-01
48.3          	bottomWall	5.101079e-01	1.762582e+00	6.433940e-01
48.3          	topWall	4.971338e-01	1.626416e+00	6.444155e-01
48.4          	bottomWall	5.092402e-01	1.642779e+00	6.435120e-01
48.4          	topWall	4.823954e-01	1.536691e+00	6.443042e-01
48.5          	bottomWall	5.038105e-01	1.523502e+00	6.434053e-01
48.5          	topWall	3.673179e-01	1.653698e+00	6.446035e-01
48.6          	bottomWall	4.956177e-01	1.651273e+00	6.434041e-01
48.6          	topWall	4.729244e-01	1.527094e+00	6.442487e-01
48.7          	bottomWall	5.133741e-01	1.598735e+00	6.433276e-01
48.7          	topWall	4.512967e-01	1.661168e+00	6.444766e-01
48.8          	bottomWall	5.208736e-01	1.470112e+00	6.435340e-01
48.8          	topWall	4.526328e-01	1.524843e+00	6.440906e-01
48.9          	bottomWall	5.251191e-01	1.510829e+00	6.435198e-01
48.9          	topWall	4.583676e-01	1.521808e+00	6.438565e-01
49            	bottomWall	5.260047e-01	1.379476e+00	6.433879e-01
49            	topWall	4.611766e-01	1.626336e+00	6.437733e-01
49.1          	bottomWall	2.854603e-01	1.706012e+00	6.433540e-01
49.1          	topWall	4.595090e-01	1.546091e+00	6.434350e-01
49.2          	bottomWall	5.246260e-01	1.627279e+00	6.433920e-01
49.2          	topWall	4.681817e-01	1.539273e+00	6.434872e-01
49.3          	bottomWall	5.217332e-01	1.527162e+00	6.433110e-01
49.3          	topWall	4.726830e-01	1.569517e+00	6.431719e-01
49.4          	bottomWall	5.247436e-01	1.483720e+00	6.430971e-01
49.4          	topWall	4.802094e-01	1.520926e+00	6.430130e-01
49.5          	bottomWall	5.251822e-01	1.503311e+00	6.432994e-01
49.5          	topWall	4.856843e-01	1.432777e+00	6.429304e-01
49.6          	bottomWall	5.230862e-01	1.470181e+00	6.431780e-01
49.6          	topWall	4.892255e-01	1.506897e+00	6.429745e-01
49.7          	bottomWall	5.249260e-01	1.514773e+00	6.432722e-01
49.7          	topWall	4.940257e-01	1.372641e+00	6.427542e-01
49.8          	bottomWall	5.250885e-01	1.813227e+00	6.433089e-01
49.8          	topWall	3.822891e-01	1.899521e+00	6.427835e-01
49.9          	bottomWall	5.248263e-01	1.511857e+00	6.433461e-01
49.9          	topWall	4.175485e-01	1.740847e+00	6.428243e-01
50            	bottomWall	5.246227e-01	1.604090e+00	6.434155e-01
50            	topWall	5.012247e-01	1.674110e+00	6.428368e-01
50.1          	bottomWall	5.255415e-01	1.519871e+00	6.436186e-01
50.1          	topWall	5.037705e-01	1.724046e+00	6.427837e-01
50.2          	bottomWall	5.253071e-01	1.505198e+00	6.434668e-01
50.2          	topWall	5.094582e-01	1.498432e+00	6.428890e-01
50.3          	bottomWall	5.258039e-01	1.556056e+00	6.434157e-01
50.3          	topWall	5.133463e-01	1.407772e+00	6.430350e-01
50.4          	bottomWall	5.245409e-01	1.653150e+00	6.438845e-01
50.4          	topWall	5.170022e-01	1.489233e+00	6.432402e-01
50.5          	bottomWall	5.263285e-01	1.620664e+00	6.436532e-01
50.5          	topWall	5.200591e-01	1.632093e+00	6.432034e-01
50.6          	bottomWall	5.248227e-01	1.534222e+00	6.435834e-01
50.6          	topWall	5.189237e-01	1.490441e+00	6.431547e-01
50.7          	bottomWall	5.295989e-01	1.802800e+00	6.437541e-01
50.7          	topWall	5.174406e-01	1.424186e+00	6.434307e-01
50.8          	bottomWall	5.302460e-01	1.628028e+00	6.437518e-01
50.8          	topWall	5.169920e-01	1.722556e+00	6.434180e-01
50.9          	bottomWall	5.326234e-01	1.586271e+00	6.436982e-01
50.9          	topWall	5.185571e-01	1.492982e+00	6.436097e-01
51            	bottomWall	5.273968e-01	1.520187e+00	6.439156e-01
51            	topWall	5.208658e-01	1.499652e+00	6.434035e-01
51.1          	bottomWall	5.211672e-01	1.520287e+00	6.439847e-01
51.1          	topWall	5.207527e-01	2.058740e+00	6.436243e-01
51.2          	bottomWall	5.148254e-01	1.512449e+00	6.439650e-01
51.2          	topWall	5.217926e-01	1.518349e+00	6.435759e-01
51.3          	bottomWall	5.110813e-01	1.540863e+00	6.439653e-01
51.3          	topWall	5.190885e-01	1.515633e+00	6.437354e-01
51.4          	bottomWall	5.072319e-01	1.459420e+00	6.443224e-01
51.4          	topWall	3.602620e-01	1.786975e+00	6.436301e-01
51.5          	bottomWall	5.026833e-01	1.514809e+00	6.442081e-01
51.5          	topWall	5.267331e-01	1.577663e+00	6.438837e-01
51.6          	bottomWall	4.710969e-01	1.518622e+00	6.447495e-01
51.6          	topWall	5.307710e-01	1.616105e+00	6.439413e-01
51.7          	bottomWall	4.539945e-01	1.563580e+00	6.446174e-01
51.7          	topWall	5.320300e-01	1.549322e+00	6.440305e-01
51.8          	bottomWall	4.579573e-01	1.889460e+00	6.450429e-01
51.8          	topWall	5.325489e-01	1.685483e+00	6.439917e-01
51.9          	bottomWall	3.439555e-01	1.473164e+00	6.455432e-01
51.9          	topWall	5.318968e-01	1.472743e+00	6.440394e-01
52            	bottomWall	3.944012e-01	1.594372e+00	6.466139e-01
52            	topWall	3.802034e-01	1.704978e+00	6.440175e-01
52.1          	bottomWall	3.644670e-01	1.548672e+00	6.482628e-01
52.1          	topWall	5.287777e-01	1.541147e+00	6.439218e-01
52.2          	bottomWall	2.882195e-01	1.623889e+00	6.508493e-01
52.2          	topWall	5.257228e-01	1.675697e+00	6.438983e-01
52.3          	bottomWall	2.683967e-01	2.001167e+00	6.539552e-01
52.3          	topWall	5.265233e-01	1.545919e+00	6.439397e-01
52.4          	bottomWall	2.398581e-01	2.350543e+00	6.573740e-01
52.4          	topWall	5.198396e-01	1.510881e+00	6.435220e-01
52.5          	bottomWall	2.822455e-01	2.155461e+00	6.607161e-01
52.5          	topWall	5.140338e-01	1.435778e+00	6.432283e-01
52.6          	bottomWall	2.723294e-01	2.095064e+00	6.608580e-01
52.6          	topWall	5.089971e-01	1.393893e+00	6.431492e-01
52.7          	bottomWall	4.085601e-01	2.333446e+00	6.593864e-01
52.7          	topWall	5.029962e-01	1.523760e+00	6.427699e-01
52.8          	bottomWall	3.993202e-01	1.874948e+00	6.567558e-01
52.8          	topWall	4.970953e-01	1.604313e+00	6.428355e-01
52.9          	bottomWall	3.968387e-01	1.716915e+00	6.539812e-01
52.9          	topWall	4.901838e-01	1.607571e+00	6.426119e-01
53            	bottomWall	4.837784e-01	1.743699e+00	6.516732e-01
53            	topWall	4.856046e-01	1.601519e+00	6.422515e-01
53.1          	bottomWall	4.827430e-01	1.552023e+00	6.498836e-01
53.1          	topWall	4.826700e-01	1.597727e+00	6.420895e-01
53.2          	bottomWall	4.829500e-01	1.506226e+00	6.479718e-01
53.2          	topWall	4.764059e-01	1.607356e+00	6.422436e-01
53.3          	bottomWall	4.831470e-01	1.823497e+00	6.466512e-01
53.3          	topWall	4.261001e-01	1.774632e+00	6.424464e-01
53.4          	bottomWall	4.965444e-01	1.431155e+00	6.461448e-01
53.4          	topWall	4.667267e-01	1.383487e+00	6.427357e-01
53.5          	bottomWall	5.028828e-01	1.502831e+00	6.456054e-01
53.5          	topWall	4.702189e-01	1.593495e+00	6.429597e-01
53.6          	bottomWall	5.162638e-01	1.729589e+00	6.452996e-01
53.6          	topWall	4.751376e-01	1.536749e+00	6.435021e-01
53.7          	bottomWall	5.236484e-01	1.695277e+00	6.454734e-01
53.7          	topWall	4.744719e-01	1.619573e+00	6.434515e-01
53.8          	bottomWall	5.194062e-01	1.587119e+00	6.450726e-01
53.8          	topWall	4.797583e-01	1.624582e+00	6.436079e-01
53.9          	bottomWall	5.178267e-01	1.520182e+00	6.450024e-01
53.9          	topWall	4.865238e-01	1.726826e+00	6.440088e-01
54            	bottomWall	5.155990e-01	1.486240e+00	6.449751e-01
54            	topWall	4.869873e-01	1.525202e+00	6.439738e-01
54.1          	bottomWall	5.148496e-01	1.651889e+00	6.450132e-01
54.1          	topWall	4.892476e-01	1.549507e+00	6.439669e-01
54.2          	bottomWall	5.165734e-01	1.642125e+00	6.449168e-01
54.2          	topWall	4.922839e-01	1.597910e+00	6.438348e-01
54.3          	bottomWall	5.161015e-01	1.491836e+00	6.447040e-01
54.3          	topWall	4.955337e-01	1.548604e+00	6.439242e-01
54.4          	bottomWall	5.166864e-01	1.437601e+00	6.444511e-01
54.4          	topWall	5.042253e-01	1.534611e+00	6.436645e-01
54.5          	bottomWall	5.148163e-01	1.565005e+00	6.445252e-01
54.5          	topWall	5.077186e-01	1.500166e+00	6.437665e-01
54.6          	bottomWall	5.131151e-01	1.554116e+00	6.447259e-01
54.6          	topWall	5.118709e-01	1.610230e+00	6.435635e-01
54.7          	bottomWall	5.130980e-01	1.572088e+00	6.445006e-01
54.7          	topWall	4.627308e-01	2.024036e+00	6.433361e-01
54.8          	bottomWall	5.121380e-01	1.474724e+00	6.443154e-01
54.8          	topWall	5.117540e-01	1.580411e+00	6.434574e-01
54.9          	bottomWall	5.096045e-01	1.741461e+00	6.442830e-01
54.9          	topWall	5.116059e-01	1.542060e+00	6.434424e-01
55            	bottomWall	5.098331e-01	1.496852e+00	6.442250e-01
55            	topWall	5.132537e-01	1.642572e+00	6.432338e-01
55.1          	bottomWall	5.057611e-01	1.529263e+00	6.441614e-01
55.1          	topWall	5.178914e-01	1.608041e+00	6.431883e-01
55.2          	bottomWall	5.057493e-01	1.857339e+00	6.440735e-01
55.2          	topWall	5.212560e-01	1.429436e+00	6.431154e-01
55.3          	bottomWall	5.056486e-01	1.520399e+00	6.440605e-01
55.3          	topWall	5.265228e-01	1.572902e+00	6.430855e-01
55.4          	bottomWall	5.063236e-01	1.463145e+00	6.438854e-01
55.4          	topWall	5.249940e-01	1.499166e+00	6.431434e-01
55.5          	bottomWall	5.077195e-01	1.532251e+00	6.436575e-01
55.5          	topWall	5.237385e-01	1.560895e+00	6.431992e-01
55.6          	bottomWall	5.076507e-01	1.734673e+00	6.436473e-01
55.6          	topWall	5.221811e-01	1.602337e+00	6.429768e-01
55.7          	bottomWall	5.109204e-01	1.488309e+00	6.435388e-01
55.7          	topWall	5.204870e-01	1.505255e+00	6.430101e-01
55.8          	bottomWall	5.159356e-01	1.699484e+00	6.436989e-01
55.8          	topWall	5.189565e-01	1.467397e+00	6.429491e-01
55.9          	bottomWall	5.207463e-01	1.615207e+00	6.436674e-01
55.9          	topWall	5.181014e-01	1.504489e+00	6.429814e-01
56            	bottomWall	5.215631e-01	1.859685e+00	6.436684e-01
56            	topWall	5.165925e-01	1.473348e+00	6.430360e-01
56.1          	bottomWall	5.237016e-01	1.490101e+00	6.436008e-01
56.1          	topWall	5.155518e-01	1.465310e+00	6.429251e-01
56.2          	bottomWall	5.238651e-01	1.649604e+00	6.435797e-01
56.2          	topWall	5.149167e-01	1.587265e+00	6.429416e-01
56.3          	bottomWall	5.225479e-01	1.608823e+00	6.435233e-01
56.3          	topWall	5.126304e-01	1.462436e+00	6.430363e-01
56.4          	bottomWall	5.214305e-01	1.610681e+00	6.436556e-01
56.4          	topWall	5.080178e-01	1.508860e+00	6.432634e-01
56.5          	bottomWall	5.198709e-01	1.707104e+00	6.439293e-01
56.5          	topWall	5.080003e-01	1.607923e+00	6.432025e-01
56.6          	bottomWall	5.181986e-01	1.433162e+00	6.435608e-01
56.6          	topWall	5.065989e-01	1.581299e+00	6.434189e-01
56.7          	bottomWall	5.168580e-01	1.569719e+00	6.436897e-01
56.7          	topWall	5.038541e-01	1.566924e+00	6.433489e-01
56.8          	bottomWall	5.160138e-01	1.507018e+00	6.435654e-01
56.8          	topWall	5.024564e-01	1.583261e+00	6.432894e-01
56.9          	bottomWall	5.126484e-01	1.954623e+00	6.437378e-01
56.9          	topWall	4.992944e-01	1.509073e+00	6.430713e-01
57            	bottomWall	5.152145e-01	1.450508e+00	6.434451e-01
57            	topWall	4.996273e-01	1.598702e+00	6.431969e-01
57.1          	bottomWall	5.133630e-01	1.566842e+00	6.433980e-01
57.1          	topWall	5.003658e-01	1.594367e+00	6.430219e-01
57.2          	bottomWall	5.126343e-01	1.594015e+00	6.433589e-01
57.2          	topWall	4.979374e-01	1.650148e+00	6.431794e-01
57.3          	bottomWall	5.127197e-01	1.518477e+00	6.433181e-01
57.3          	topWall	4.998323e-01	1.514052e+00	6.430181e-01
57.4          	bottomWall	5.137147e-01	1.527171e+00	6.434017e-01
57.4          	topWall	4.997280e-01	1.679010e+00	6.430250e-01
57.5          	bottomWall	5.148937e-01	1.521925e+00	6.433995e-01
57.5          	topWall	5.002070e-01	1.642005e+00	6.431719e-01
57.6          	bottomWall	5.130709e-01	1.511452e+00	6.435318e-01
57.6          	topWall	5.037809e-01	1.450754e+00	6.429753e-01
57.7          	bottomWall	5.111373e-01	1.575591e+00	6.435872e-01
57.7          	topWall	3.828482e-01	1.820107e+00	6.430122e-01
57.8          	bottomWall	5.084600e-01	1.582011e+00	6.434687e-01
57.8          	topWall	5.083294e-01	1.492418e+00	6.429540e-01
57.9          	bottomWall	5.073820e-01	1.617460e+00	6.435852e-01
57.9          	topWall	5.092102e-01	1.499909e+00	6.429323e-01
58            	bottomWall	5.048923e-01	1.566688e+00	6.436769e-01
58            	topWall	5.091561e-01	1.494508e+00	6.427720e-01
58.1          	bottomWall	5.030684e-01	1.532615e+00	6.435587e-01
58.1          	topWall	5.106907e-01	1.508430e+00	6.427517e-01
58.2          	bottomWall	4.999178e-01	1.688034e+00	6.435930e-01
58.2          	topWall	5.127224e-01	1.562184e+00	6.428845e-01
58.3          	bottomWall	4.982983e-01	1.669772e+00	6.436333e-01
58.3          	topWall	5.168569e-01	1.573619e+00	6.427328e-01
58.4          	bottomWall	4.965870e-01	1.552330e+00	6.434660e-01
58.4          	topWall	5.157102e-01	1.753463e+00	6.429294e-01
58.5          	bottomWall	4.949688e-01	1.669471e+00	6.436260e-01
58.5          	topWall	5.182090e-01	1.691356e+00	6.428875e-01
58.6          	bottomWall	4.944144e-01	1.721183e+00	6.436585e-01
58.6          	topWall	4.366481e-01	1.546713e+00	6.426607e-01
58.7          	bottomWall	4.957589e-01	1.531235e+00	6.435416e-01
58.7          	topWall	5.141929e-01	1.642616e+00	6.429456e-01
58.8          	bottomWall	4.977665e-01	1.527691e+00	6.435404e-01
58.8          	topWall	5.147451e-01	1.557043e+00	6.430003e-01
58.9          	bottomWall	5.041743e-01	1.877025e+00	6.434529e-01
58.9          	topWall	5.152525e-01	1.576140e+00	6.427768e-01
59            	bottomWall	5.056226e-01	1.889034e+00	6.432349e-01
59            	topWall	5.166515e-01	1.552441e+00	6.432380e-01
59.1          	bottomWall	5.039387e-01	1.593617e+00	6.431711e-01
59.1          	topWall	5.183008e-01	1.495457e+00	6.430442e-01
59.2          	bottomWall	5.049268e-01	1.641270e+00	6.431353e-01
59.2          	topWall	5.184458e-01	1.563146e+00	6.433758e-01
59.3          	bottomWall	5.100528e-01	1.628798e+00	6.432068e-01
59.3          	topWall	5.176767e-01	1.554069e+00	6.435302e-01
59.4          	bottomWall	5.108521e-01	1.504131e+00	6.431354e-01
59.4          	topWall	5.163411e-01	1.548634e+00	6.435949e-01
59.5          	bottomWall	5.148550e-01	1.547635e+00	6.428744e-01
59.5          	topWall	5.180935e-01	1.551854e+00	6.436097e-01
59.6          	bottomWall	5.169261e-01	1.555334e+00	6.426817e-01
59.6          	topWall	5.163387e-01	1.501302e+00	6.438161e-01
59.7          	bottomWall	5.172333e-01	1.533015e+00	6.427766e-01
59.7          	topWall	5.172141e-01	1.557833e+00	6.437790e-01
59.8          	bottomWall	5.179109e-01	1.719478e+00	6.429138e-01
59.8          	topWall	4.377360e-01	1.613623e+00	6.438542e-01
59.9          	bottomWall	5.165230e-01	1.593191e+00	6.427769e-01
59.9          	topWall	5.146995e-01	1.507537e+00	6.441389e-01
60            	bottomWall	5.156612e-01	1.644252e+00	6.428571e-01
60            	topWall	5.146128e-01	1.766278e+00	6.441324e-01
60.1          	bottomWall	5.146646e-01	1.629482e+00	6.428052e-01
60.1          	topWall	5.155241e-01	1.565244e+00	6.442819e-01
60.2          	bottomWall	5.132657e-01	1.692399e+00	6.428407e-01
60.2          	topWall	5.200741e-01	1.458656e+00	6.443686e-01
60.3          	bottomWall	5.170140e-01	1.635425e+00	6.428214e-01
60.3          	topWall	5.204713e-01	1.605878e+00	6.445214e-01
60.4          	bottomWall	5.177707e-01	1.443678e+00	6.427506e-01
60.4          	topWall	5.199320e-01	1.596268e+00	6.444948e-01
60.5          	bottomWall	5.165866e-01	1.529685e+00	6.427099e-01
60.5          	topWall	5.176153e-01	1.659722e+00	6.446285e-01
60.6          	bottomWall	5.178728e-01	1.548569e+00	6.428647e-01
60.6          	topWall	5.167531e-01	1.546598e+00	6.447519e-01
60.7          	bottomWall	5.195344e-01	1.558627e+00	6.426673e-01
60.7          	topWall	5.155425e-01	1.555539e+00	6.448037e-01
60.8          	bottomWall	5.180644e-01	1.569590e+00	6.430244e-01
60.8          	topWall	5.146172e-01	1.575985e+00	6.449756e-01
60.9          	bottomWall	5.165750e-01	1.543738e+00	6.430805e-01
60.9          	topWall	5.122937e-01	1.585076e+00	6.450657e-01
61            	bottomWall	5.176672e-01	1.493637e+00	6.430404e-01
61            	topWall	5.093579e-01	1.406697e+00	6.452165e-01
61.1          	bottomWall	5.194907e-01	1.536054e+00	6.428692e-01
61.1          	topWall	5.067266e-01	1.615740e+00	6.455246e-01
61.2          	bottomWall	5.219025e-01	1.694427e+00	6.429640e-01
61.2          	topWall	5.053195e-01	1.473506e+00	6.454409e-01
61.3          	bottomWall	5.233595e-01	1.404394e+00	6.431675e-01
61.3          	topWall	5.023138e-01	1.689248e+00	6.453847e-01
61.4          	bottomWall	5.245084e-01	1.619602e+00	6.428747e-01
61.4          	topWall	5.012825e-01	1.412993e+00	6.456750e-01
61.5          	bottomWall	5.233189e-01	1.678488e+00	6.427965e-01
61.5          	topWall	4.993464e-01	1.724264e+00	6.454933e-01
61.6          	bottomWall	5.242768e-01	1.424394e+00	6.427200e-01
61.6          	topWall	4.954446e-01	1.695968e+00	6.453978e-01
61.7          	bottomWall	3.394813e-01	1.713919e+00	6.426882e-01
61.7          	topWall	4.924734e-01	1.628573e+00	6.452205e-01
