# Region type : patch leftWall
# Faces       : 16
# Area        : 5.400000e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(heatTransferCoeff(T))	areaAverage(wallShearStress)	areaAverage(T)
0             	-5.614130e+03	(0.000000e+00 0.000000e+00 0.000000e+00)	3.730000e+02
96.4          	-5.614130e+03	(1.440494e-03 1.385693e-03 2.694903e-01)	3.730000e+02
96.8          	-5.614130e+03	(1.467602e-03 1.276488e-03 2.694238e-01)	3.730000e+02
97.2          	-5.614130e+03	(1.410837e-03 3.778361e-04 2.708460e-01)	3.730000e+02
97.6          	-5.614130e+03	(1.648005e-03 2.002801e-04 2.567389e-01)	3.730000e+02
98            	-5.614130e+03	(1.299147e-03 2.027578e-03 2.621385e-01)	3.730000e+02
98.4          	-5.614130e+03	(4.452195e-04 2.287037e-03 2.567475e-01)	3.730000e+02
98.8          	-5.614130e+03	(2.655744e-05 7.871978e-04 2.632459e-01)	3.730000e+02
99.2          	-5.614130e+03	(-6.172169e-04 3.408307e-03 2.535343e-01)	3.730000e+02
99.6          	-5.614130e+03	(-5.875110e-04 1.957641e-03 2.678285e-01)	3.730000e+02
100           	-5.614130e+03	(-8.662214e-04 2.398634e-03 2.607704e-01)	3.730000e+02
